,2011-09-30
AmortizationOfFinancingCostsAndDiscounts,4191000.000
AssetImpairmentCharges,34276000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,14749000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,700000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,1816000.000
ContractRevenueCost,297000.000
ContractsRevenue,659000.000
CostOfGoodsSold,23599000.000
CostsAndExpenses,73011000.000
DepreciationDepletionAndAmortization,1892000.000
EarningsPerShareBasic,-1.120
EarningsPerShareDiluted,-1.120
EffectOfExchangeRateOnCashAndCashEquivalents,-752000.000
IncomeLossFromContinuingOperations,-57461000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-56837000.000
IncomeLossFromContinuingOperationsPerBasicShare,-1.150
IncomeLossFromDiscontinuedOperationsNetOfTax,1339000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.030
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.030
IncomeLossFromEquityMethodInvestments,-118000.000
IncomeTaxExpenseBenefit,506000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-15400000.000
IncreaseDecreaseInAccountsReceivable,-12578000.000
IncreaseDecreaseInInventories,2009000.000
IncreaseDecreaseInOtherOperatingAssets,-11927000.000
IncreaseDecreaseInOtherOperatingLiabilities,2792000.000
IncreaseDecreaseInRestrictedCash,356000.000
InterestExpense,5811000.000
InvestmentIncomeInterest,1503000.000
LicenseAndServicesRevenue,106000.000
NetCashProvidedByUsedInFinancingActivities,-308000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-308000.000
NetCashProvidedByUsedInInvestingActivities,19359000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,19359000.000
NetCashProvidedByUsedInOperatingActivities,-6066000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-6066000.000
NetIncomeLoss,-56023000.000
NetIncomeLossAttributableToNoncontrollingInterest,-99000.000
NonoperatingIncomeExpense,-5782000.000
OperatingIncomeLoss,-51055000.000
OtherNonoperatingIncomeExpense,-1474000.000
PaymentsToAcquirePropertyPlantAndEquipment,4573000.000
PreOpeningCosts,94000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,24288000.000
ProfitLoss,-56122000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,308000.000
ResearchAndDevelopmentExpense,1336000.000
RestructuringCharges,-27000.000
Revenues,21956000.000
SalesRevenueGoodsNet,19230000.000
SalesRevenueNet,21956000.000
SellingGeneralAndAdministrativeExpense,11001000.000
ShareBasedCompensation,1030000.000
