,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,2000.000,-3907000.000,-36.000,37285.000,-25811.000,18555.000
DebtInstrumentDecreaseForgiveness,,,-10000.000,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,6661.000
EarningsPerShareBasicAndDiluted,,,,0.000,,
GeneralAndAdministrativeExpense,24000.000,27382000.000,46244.000,39419.000,30175.000,29776.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-24000.000,-27382000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,-39419.000,-30175.000,-29776.000
IncomeTaxesPaid,,,,250.000,0.000,250.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,1475000.000,24208.000,-23046.000,4364.000,1920.000
IncreaseDecreaseInNotesPayableRelatedParties,,,,50000.000,,
InterestPaid,,,,,0.000,
NetCashProvidedByUsedInFinancingActivities,26000.000,22000000.000,7000.000,100000.000,0.000,40000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,26000.000,22000000.000,7000.000,100000.000,0.000,40000.000
NetCashProvidedByUsedInOperatingActivities,-24000.000,-25907000.000,-7036.000,-62715.000,-25811.000,-21445.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-24000.000,-25907000.000,-7036.000,-62715.000,-25811.000,-21445.000
NetIncomeLoss,-24000.000,-27382000.000,-21244.000,-39669.000,-30175.000,-30026.000
OperatingExpenses,24000.000,27382000.000,46244.000,39419.000,30175.000,29776.000
OtherIncome,,,25000.000,,,
OtherNoncashIncomeTaxExpense,,,,250.000,0.000,250.000
ProceedsFromIssuanceOfCommonStock,21000.000,19000000.000,100000.000,50000.000,0.000,
ProceedsFromLoans,5000.000,,,,,
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,20500.000,50000.000,0.000,40000.000
ProceedsFromRelatedPartyDebt,,,,50000.000,50000.000,50000.000
RepaymentOfNotesReceivableFromRelatedParties,,,-13500.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,,,,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,0.000,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,0.000,,,,
StockIssuedDuringPeriodValueNewIssues,21000.000,,,,,
StockIssuedDuringPeriodValueOther,,,,50000.000,50000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,11557.000,13406.000,13513.000,16784230.000,16914693.000,16914693.000
WeightedAverageNumberOfSharesOutstandingBasic,11557.000,13406.000,13513.000,16784.000,16914693.000,16914693.000
