,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,,,250761.000,,
AdjustmentsToAdditionalPaidInCapitalOther,,-17305.000,,,
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,,,,2254605.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,82910.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,29339.000,103016.000,216630.000,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,0.000,0.000,
AmortizationOfIntangibleAssets,156312.000,,,,
AssetImpairmentCharges,,500000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1353699.000,18473004.000,-1450139.000,-8328671.000,7623543.000
ComprehensiveIncomeNetOfTax,2049964.000,953900.000,-4859645.000,-1616011.000,-18973825.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,658317.000,5876130.000,1481030.000,4745713.000,476314.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2708281.000,,,,
ConstructionAndDevelopmentCosts,47982824.000,102283559.000,63904627.000,68010862.000,184178422.000
ConstructionRevenue,51841103.000,114863035.000,67776314.000,78573035.000,189415888.000
CostOfRevenue,60374182.000,105187921.000,66570496.000,71400022.000,187873668.000
CostOfServices,,2904362.000,2665869.000,3389160.000,3695246.000
CostsAndExpensesRelatedParty,,101132.000,,-83103.000,247090.000
CurrentFederalTaxExpenseBenefit,,,,,17974.000
CurrentForeignTaxExpenseBenefit,,166974.000,179473.000,481638.000,-390450.000
CurrentIncomeTaxExpenseBenefit,,14933.000,,,
CurrentStateAndLocalTaxExpenseBenefit,,-152041.000,-21894.000,,33000.000
DeferredFederalIncomeTaxExpenseBenefit,,-146999.000,4043260.000,,533654.000
DeferredIncomeTaxExpenseBenefit,,-787399.000,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-640470.000,840675.000,,
Depreciation,205487.000,164386.000,-241874.000,191606.000,432359.000
DepreciationDepletionAndAmortization,,3816.000,49148.000,127397.000,2237507.000
DepreciationExpense,,167997.000,,,
DilutiveSecurities,,15007.000,,,
DividendsPreferredStock,126497.000,,,457442.000,158587.000
EarningsPerShareBasic,0.190,0.040,,,
EarningsPerShareBasicAndDiluted,,,-0.500,-0.200,-2.170
EarningsPerShareDiluted,0.210,0.040,,,
EffectOfExchangeRateOnCashAndCashEquivalents,335330.000,425163.000,-175584.000,-174365.000,-141985.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,-146999.000,4043260.000,,551628.000
ForeignCurrencyTransactionGainLossBeforeTax,-50742.000,-104721.000,-16639.000,-128039.000,-29022.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,166974.000,179473.000,481638.000,-390450.000
GainLossOnDispositionOfAssets,11878.000,,,,
GainLossOnDispositionOfAssets1,,,,,-64666.000
GainLossOnSaleOfBusiness,,2991505.000,,,
GainLossOnSaleOfPropertyPlantEquipment,14232.000,,,,
GeneralAndAdministrativeExpense,2645507.000,,,,
GrossProfit,9466668.000,14835545.000,7191652.000,13900717.000,7617656.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,1698899.000,,,,
IncomeLossAttributableToNoncontrollingInterest,,5821949.000,1509184.000,4712504.000,513752.000
IncomeLossFromContinuingOperations,,4158904.000,-4624993.000,-1382856.000,-18846041.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-415003.000,-3088157.000,-14701113.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,9208317.000,1925705.000,3811286.000,-18138111.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,831524.000,2186939.000,-3950750.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3179608.000,,416521.000,-901218.000,-18651863.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,9980853.000,-3115809.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.500,,
IncomeLossFromContinuingOperationsPerBasicShare,,0.430,-0.500,,
IncomeLossFromContinuingOperationsPerDilutedShare,,0.430,-0.500,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,-3663286.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.390,,,
IncomeTaxExpenseBenefit,-5787400.000,-772536.000,5041514.000,481638.000,194178.000
IncomeTaxExpenseBenefitContinuingOperations,,-772536.000,5041514.000,481638.000,
IncomeTaxReconciliationDeductionsOther,,,,-197130.000,2726825.000
IncomeTaxReconciliationDispositionOfAssets,,,,858281.000,498235.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,-55421.000,313404.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-17570437.000,141617.000,-306414.000,-6196494.000
IncomeTaxReconciliationOtherAdjustments,,,,13348.000,-53137.000
IncomeTaxReconciliationOtherReconcilingItems,,69282.000,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,-69844.000,-656099.000
IncomeTaxReconciliationTaxExemptIncome,,,,104256.000,670673.000
IncomeTaxReconciliationTaxSettlementsForeign,,,,134562.000,
IncomeTaxesPaid,560831.000,,,,
IncomeTaxesPaidNet,,311477.000,102144.000,514149.000,132724.000
IncreaseDecreaseInAccountsAndOtherReceivables,10150.000,,,,
IncreaseDecreaseInAccountsPayable,22000483.000,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,21318.000,,,,
IncreaseDecreaseInAccountsPayableTrade,,-23216446.000,-3576973.000,-2146927.000,-2544000.000
IncreaseDecreaseInAccountsReceivable,25354885.000,19831700.000,,,
IncreaseDecreaseInAccountsReceivableRelatedParties,657.000,,,,
IncreaseDecreaseInAccruedLiabilities,-377972.000,,,,
IncreaseDecreaseInAccruedTaxesPayable,,-103476.000,,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,3249400.000,4562892.000,510196.000,4619516.000,3389547.000
IncreaseDecreaseInDeferredIncomeTaxes,436098.000,649994.000,4883935.000,,
IncreaseDecreaseInDeferredRevenue,-2602815.000,,-30827.000,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,-23041.000,,,
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,,-22343.000,,,
IncreaseDecreaseInInterestPayableNet,99415.000,,,,
