,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,45604.000,31289.000,37951.000,42598.000,48172.000,29070.000,37430.000,40418.000,39733.000
Assets,6897820.000,5940632.000,6049509.000,5714507.000,5531905.000,4908849.000,4605718.000,4078203.000,3833414.000
CashAndCashEquivalentsAtCarryingValue,,6004123.000,5831158.000,,5540203.000,4726274.000,4478885.000,,3816045.000
CashCashEquivalentsAndShortTermInvestments,,6004123.000,5831158.000,,5540203.000,4726276.000,4478885.000,,3816045.000
InterestReceivable,96.000,0.000,75.000,461.000,978.000,683.000,790.000,1171.000,1738.000
Liabilities,87613.000,157903.000,73457.000,85243.000,152602.000,56623.000,75160.000,121055.000,63469.000
LiabilitiesAndStockholdersEquity,6897820.000,5940632.000,6049509.000,5714507.000,5531905.000,4908849.000,4605718.000,4078203.000,3833414.000
LimitedPartnersCapitalAccount,6810207.000,5782729.000,5976052.000,5629264.000,5379304.000,4852226.000,4530557.000,3957148.000,3769945.000
ManagementFeePayable,11369.000,9803.000,9977.000,9501.000,9095.000,8111.000,7579.000,6700.000,6294.000
PartnersCapital,,5782729.000,5976052.000,,5379304.000,4852226.000,4530557.000,,3769945.000
SharesIssued,,5782729.000,5976052.000,,5379304.000,4852226.000,4530557.000,,3769945.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6810207.000,5782729.000,5976052.000,5629264.000,5379303.000,4852226.000,4530558.000,3957148.000,3769945.000
