,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,919190.000,1097637.000,1175462.000,2013182.000,1333684.000,890394.000,711660.000,1160458.000,1254422.000,1879760.000,1864907.000,2647693.000,1841523.000,2417803.000,4282259.000,3092689.000,2836521.000
AccountsReceivableGrossCurrent,,,,,0.000,,,,,,,,,,,,
AccountsReceivableNetCurrent,1126986.000,537746.000,701155.000,863273.000,371357.000,192015.000,551877.000,256929.000,438950.000,888214.000,1387663.000,1373657.000,1088558.000,1109524.000,1402236.000,1466697.000,1121112.000
AccruedLiabilitiesCurrent,169408.000,275608.000,359715.000,399624.000,567076.000,446434.000,500595.000,596107.000,653162.000,896740.000,1115669.000,1341988.000,1541326.000,1161120.000,1414332.000,1837278.000,2489436.000
AccruedRentCurrent,,,,,,,,,,78797.000,145073.000,209804.000,273106.000,335096.000,397085.000,457483.000,516410.000
AccruedRoyaltiesCurrent,,,,,441246.000,351846.000,108246.000,164602.000,229045.000,235772.000,325407.000,398487.000,470047.000,132593.000,132593.000,150305.000,159305.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,745926.000,763315.000,787691.000,835882.000,910920.000,1082522.000,1337337.000,1595438.000,1863754.000,2139181.000,2455437.000,2778485.000,3103438.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,35100000.000,41900000.000,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,132000.000,,,,,,,,,62324.000,62324.000,69208.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,119396.000,,132000.000,,,,,,,10800.000,51534.000,51534.000,121408.000
Assets,6647371.000,5966078.000,5541996.000,5104331.000,6972360.000,5866711.000,6291304.000,8666352.000,7856003.000,16009423.000,16530651.000,16400515.000,18311978.000,17776535.000,21283410.000,19317377.000,15541610.000
