,2011-12-31,2012-12-31
AmortizationOfFinancingCosts,1924000.000,2006000.000
AssetImpairmentCharges,,14600000.000
AssetRetirementObligationAccretionExpense,3205000.000,3696000.000
AssetRetirementObligationLiabilitiesIncurred,,717000.000
AssetRetirementObligationLiabilitiesSettled,,-3342000.000
AssetRetirementObligationRevisionOfEstimate,,-8203000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-8378000.000,-7168000.000
CostOfServicesDirectLabor,,3800000.000
CostsAndExpenses,137643000.000,133953000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,625000.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.060
DepreciationDepletionAndAmortization,51240000.000,51515000.000
DerivativeGainOnDerivative,,15100000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,11249000.000
DividendsPreferredStock,,31946000.000
EnvironmentalRemediationExpense,1988000.000,
FairValueInputsDiscountRate,,0.100
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,1854000.000,
GainsLossesOnExtinguishmentOfDebt,-1027000.000,
GasGatheringTransportationMarketingAndProcessingCosts,1472000.000,1610000.000
GeneralAndAdministrativeExpense,16483000.000,14311000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-23574000.000,-33396000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,11816000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-11688000.000
IncomeTaxReconciliationNondeductibleExpense,,14000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-148000.000
IncreaseDecreaseInAccountsAndOtherReceivables,2730000.000,2441000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,365000.000,-3010000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,308000.000,-1175000.000
InterestCostsCapitalized,,1000000.000
InterestExpense,41100000.000,-35915000.000
InterestExpenseOther,,1386000.000
InterestPaidCapitalized,1199000.000,1038000.000
InterestPaidNet,24736000.000,
LeaseOperatingExpense,35152000.000,36448000.000
NetCashProvidedByUsedInFinancingActivities,34629000.000,-23059000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,34629000.000,-23059000.000
NetCashProvidedByUsedInInvestingActivities,-101395000.000,-36843000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-101395000.000,-36843000.000
NetCashProvidedByUsedInOperatingActivities,58388000.000,52734000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,58388000.000,52734000.000
NetIncomeLoss,-23574000.000,-33396000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-42208000.000,-65342000.000
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,1370000.000,
NonoperatingIncomeExpense,-39718000.000,34989000.000
NumberOfReportableSegments,,1.000
OilAndGasRevenue,138210000.000,124297000.000
OperatingLeasesRentExpenseNet,,1800000.000
OtherGeneralExpense,,800000.000
OtherNonoperatingIncome,555000.000,
OtherNonoperatingIncomeExpense,,-926000.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,30443000.000
PaidInKindInterest,9801000.000,
PaymentsOfFinancingCosts,9193000.000,
PaymentsToAcquireOilAndGasPropertyAndEquipment,29556000.000,37000.000
PaymentsToAcquireOtherProductiveAssets,196000.000,275000.000
PreferredStockDividendsAndOtherAdjustments,18634000.000,
ProceedsFromIncomeTaxRefunds,,6000.000
ProceedsFromIssuanceOfLongTermDebt,420455000.000,72250000.000
ProceedsFromPaymentsForOtherFinancingActivities,-154000.000,-59000.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,442000.000,135000.000
ProvisionForDoubtfulAccounts,328000.000,267000.000
RecapitalizationCosts,,1137000.000
RepaymentsOfLongTermDebt,376479000.000,-95250000.000
ResultsOfOperationsImpairmentOfOilAndGasProperties,,14641000.000
Revenues,153787000.000,
SalesRevenueNet,153787000.000,
TaxesExcludingIncomeAndExciseTaxes,9939000.000,11732000.000
UnrealizedGainLossOnCommodityContracts,-396000.000,
UnrealizedGainLossOnDerivatives,3510000.000,
UseOfRestrictedCashForAcquisitionOfOilAndGasProperty,72085000.000,36666000.000
