,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilities,1048000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,1037000000.000,1047000000.000,961000000.000,846000000.000,894000000.000,1344000000.000,1360000000.000,1289000000.000,1309000000.000,1323000000.000,1470000000.000,1259000000.000,1274000000.000,1398000000.000,1721000000.000,1413000000.000,1570000000.000,1549000000.000,1625000000.000,1334000000.000,1467000000.000,1531000000.000,1512000000.000,1332000000.000
AccountsPayableOtherCurrent,,159000000.000,194000000.000,162000000.000,133000000.000,134000000.000,272000000.000,234000000.000,262000000.000,257000000.000,266000000.000,278000000.000,250000000.000,234000000.000,235000000.000,476000000.000,402000000.000,396000000.000,378000000.000,497000000.000,299000000.000,383000000.000,305000000.000,324000000.000,390000000.000
AccountsPayableTradeCurrent,,646000000.000,615000000.000,529000000.000,512000000.000,497000000.000,722000000.000,723000000.000,687000000.000,686000000.000,657000000.000,762000000.000,729000000.000,704000000.000,735000000.000,827000000.000,705000000.000,712000000.000,685000000.000,699000000.000,633000000.000,610000000.000,629000000.000,704000000.000,668000000.000
AccountsReceivableFromSecuritization,,200000000.000,200000000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,777000000.000,769000000.000,711000000.000,632000000.000,740000000.000,732000000.000,954000000.000,846000000.000,990000000.000,1053000000.000,967000000.000,880000000.000,998000000.000,1071000000.000,985000000.000,936000000.000,998000000.000,1021000000.000,968000000.000,792000000.000,951000000.000,951000000.000,905000000.000,812000000.000,982000000.000
AccrualForEnvironmentalLossContingencies,,34000000.000,39000000.000,11000000.000,11000000.000,12000000.000,370000000.000,365000000.000,385000000.000,379000000.000,373000000.000,368000000.000,355000000.000,354000000.000,350000000.000,345000000.000,340000000.000,337000000.000,339000000.000,336000000.000,332000000.000,332000000.000,325000000.000,321000000.000,318000000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,40000000.000,40000000.000,40000000.000,40000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,364000000.000,359000000.000,350000000.000,344000000.000,338000000.000,328000000.000,315000000.000,314000000.000,310000000.000,310000000.000,305000000.000,302000000.000,304000000.000,301000000.000,302000000.000,302000000.000,295000000.000,291000000.000,288000000.000
AccruedIncomeTaxes,,,,18000000.000,,,,112000000.000,,,,88000000.000,,,,47000000.000,,,,65000000.000,,,,116000000.000,
