,2016-06-30,2016-09-30,2017-03-31
AccretionExpenseIncludingAssetRetirementObligations,217185.000,25135.000,1528.000
AmortizationOfDebtDiscountPremium,,,7073.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,838352.000,1916810.000,4688568.000
AssetRetirementObligationAccretionExpense,,,1528.000
CarryingCostsPropertyAndExplorationRights,3750.000,9050.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,82124.000
ComprehensiveIncomeNetOfTax,-773280.000,-554906.000,-597662.000
CostsAndExpensesRelatedParty,,,16500.000
EarningsPerShareBasicAndDiluted,-0.050,-0.030,-0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,,7564.000
ExplorationExpenseMining,43824.000,,
ForeignCurrencyTransactionGainLossBeforeTax,,,30.000
ForeignCurrencyTransactionGainLossUnrealized,128000.000,,
ForeignCurrencyTransactionLossBeforeTax,,,7564.000
GeneralAndAdministrativeExpense,137846.000,103412.000,226187.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-7648.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,111362.000
InterestAndOtherIncome,,,275.000
InterestExpense,217185.000,217185.000,28164.000
InterestExpenseDebt,,,5861.000
InterestExpenseOther,,,726.000
InterestIncomeExpenseNet,,,28164.000
MaintenanceCosts,,,37204.000
NetCashProvidedByUsedInFinancingActivities,,,656943.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,656943.000
NetCashProvidedByUsedInOperatingActivities,,,-582383.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-582383.000
NetIncomeLoss,-750752.000,-544171.000,-605226.000
OperatingIncomeLoss,-533567.000,-519036.000,-577062.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,-22528.000,-10735.000,7564.000
PaymentForManagementFee,,,24677.000
PaymentsForFees,,,1707.000
ProceedsFromIssuanceOfCommonStock,,,814078.000
ProfessionalAndContractServicesExpense,3975.000,,
ProfessionalFees,290985.000,200734.000,225494.000
RepaymentsOfDebt,,,185564.000
ShareBasedCompensation,,,133282.000
StockIssuedDuringPeriodValueOther,,,83338.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,133282.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,16621904.000,17301151.000,18928210.000
