,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionExpense,,,31000.000,38000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,907000.000
AmortizationOfFinancingCostsAndDiscounts,937000.000,969000.000,1244000.000,6170000.000
AmortizationOfIntangibleAssets,7100000.000,8400000.000,7200000.000,4500000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,,,
AssetImpairmentCharges,0.000,0.000,0.000,0.000
AssetRetirementObligationAccretionExpense,3000.000,38000.000,80000.000,82000.000
AssetRetirementObligationLiabilitiesIncurred,721000.000,934000.000,113000.000,0.000
AssetRetirementObligationRevisionOfEstimate,,,-9000.000,-5000.000
BusinessAcquisitionsProFormaNetIncomeLoss,38258000.000,,,
BusinessAcquisitionsProFormaRevenue,996587000.000,,,
CapitalExpendituresIncurredButNotYetPaid,1641000.000,5238000.000,4364000.000,2998000.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,-20866000.000
ConcentrationRiskPercentage1,,,,0.132
CostOfGoodsSold,767911000.000,950006000.000,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,635825000.000,173907000.000
CostsAndExpenses,826540000.000,1013532000.000,708037000.000,217995000.000
CurrentForeignTaxExpenseBenefit,,,-15000.000,1000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,6400000.000,122000.000,0.000,0.000
DefinedContributionPlanCostRecognized,400000.000,700000.000,800000.000,300000.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,1.000,1.000,1.000,1.000
Depletion,29070.000,1200000.000,2000000.000,
Depreciation,13700000.000,15200000.000,19200000.000,16900000.000
DepreciationAndAmortization,20828000.000,24803000.000,,
DepreciationDepletionAndAmortization,20828000.000,24803000.000,28441000.000,19126000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,31699000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,8746000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,-10652000.000,
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,,,1700000.000,
EarningsPerShareBasic,,,,-2.920
EarningsPerShareDiluted,,,,-2.920
EffectiveIncomeTaxRateContinuingOperations,0.330,0.350,0.360,0.240
ExciseAndSalesTaxes,47007000.000,50116000.000,50939000.000,
FuelCosts,47000000.000,50100000.000,50900000.000,
GainLossOnContractTermination,,-689000.000,0.000,-4011000.000
GainLossOnSaleOfPropertyPlantEquipment,-755000.000,-8000.000,-146000.000,-635000.000
GainsLossesOnExtinguishmentOfDebt,-907000.000,0.000,0.000,
GainsLossesOnRestructuringOfDebt,-907000.000,,,
IncomeLossFromContinuingOperations,,,,-113215000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,35556000.000,89717000.000,-8907000.000,-113406000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,-4.550
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-4.550
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,40445000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,1.630
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,1.630
IncomeTaxExpenseBenefit,386000.000,638000.000,504000.000,-191000.000
IncomeTaxesPaid,159000.000,423000.000,937000.000,221000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,20871000.000,-14971000.000,-8592000.000,3916000.000
IncreaseDecreaseInAccountsReceivable,17374000.000,26328000.000,-36938000.000,2063000.000
IncreaseDecreaseInInventories,11451000.000,-9044000.000,10341000.000,-9052000.000
IncreaseDecreaseInOtherOperatingAssets,-240000.000,8218000.000,4348000.000,-1249000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-4459000.000,5104000.000,1861000.000,-2533000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,6188000.000,-6188000.000,0.000,0.000
InterestExpense,10833000.000,7394000.000,12554000.000,21339000.000
InterestExpenseRelatedParty,1915000.000,0.000,0.000,
InterestPaidCapitalized,0.000,600000.000,0.000,
InterestPaidNet,6058000.000,5972000.000,12755000.000,17451000.000
InventoryWriteDown,,,,5394000.000
LeaseOperatingExpense,6000000.000,21500000.000,35600000.000,40700000.000
LossOnContractTermination,,,,4000000.000
NetCashProvidedByUsedInContinuingOperations,700000.000,4709000.000,13994000.000,
NetCashProvidedByUsedInFinancingActivities,-19327000.000,6720000.000,343000.000,-114081000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-19327000.000,6720000.000,343000.000,-114081000.000
NetCashProvidedByUsedInInvestingActivities,-38009000.000,-88172000.000,-33674000.000,140541000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-38009000.000,-88172000.000,-33674000.000,140541000.000
NetCashProvidedByUsedInOperatingActivities,58036000.000,86161000.000,47325000.000,-47326000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,58036000.000,86161000.000,47325000.000,-47326000.000
NetIncomeLoss,35170000.000,89079000.000,-9411000.000,-72770000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,0.920,3.700,-0.390,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,0.920,3.700,-0.390,
NonoperatingIncomeExpense,-11159000.000,-8005000.000,-12509000.000,-23810000.000
OperatingIncomeLoss,46715000.000,97722000.000,3602000.000,-89596000.000
OtherNoncashIncomeExpense,244000.000,-38000.000,-110000.000,-117000.000
OtherNonoperatingIncomeExpense,581000.000,-611000.000,45000.000,-2471000.000
OtherPaymentsToAcquireBusinesses,,,2253000.000,848000.000
PaidInKindInterest,3202000.000,0.000,0.000,
PartnersCapitalAccountExchangesAndConversions,,,,6913000.000
PartnersCapitalAccountPublicSaleOfUnitsNetOfOfferingCosts,,,,36881000.000
PartnersCapitalAccountUnitBasedCompensation,,9194000.000,3654000.000,719000.000
PartnersCapitalOther,,10000.000,,314000.000
PaymentOfFinancingAndStockIssuanceCosts,5647000.000,0.000,0.000,
PaymentsOfCapitalDistribution,29539000.000,112992000.000,74351000.000,0.000
PaymentsOfDividends,11500000.000,0.000,0.000,
PaymentsOfFinancingCosts,3709000.000,2342000.000,2528000.000,6733000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,16687000.000,11000000.000,0.000,0.000
