,2013-12-31,2014-12-31,2015-12-31,2016-12-31
PaymentsToAcquireProductiveAssets,21369000.000,77884000.000,35474000.000,13523000.000
ProceedsFromCollectionOfNotesReceivable,12000.000,377000.000,13000.000,9000.000
ProceedsFromDivestitureOfBusinesses,,,,153973000.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,122221000.000,0.000,0.000,36881000.000
ProceedsFromIssuanceOfCommonStock,,,,36900000.000
ProceedsFromIssuanceOfOtherLongTermDebt,81000.000,0.000,0.000,
ProceedsFromIssuanceOfPrivatePlacement,,,,18359000.000
ProceedsFromLongTermCapitalLeaseObligations,-3507000.000,,,
ProceedsFromLongTermLinesOfCredit,134180000.000,371657000.000,284200000.000,320726000.000
ProceedsFromPaymentsForOtherFinancingActivities,,11000.000,315000.000,-377000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,35000.000,335000.000,1787000.000,82000.000
PropertyPlantAndEquipmentAdditions,,77884000.000,35474000.000,
ProvisionForDoubtfulAccounts,190000.000,253000.000,1541000.000,1215000.000
RelatedPartyTransactionPurchasesFromRelatedParty,,,40000.000,
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,180000.000,75000.000,280000.000,0.000
RepaymentsOfLongTermCapitalLeaseObligations,,5831000.000,987000.000,0.000
RepaymentsOfLongTermLinesOfCredit,61619000.000,243603000.000,204000000.000,482089000.000
RepaymentsOfOtherDebt,345000.000,0.000,0.000,
RepaymentsOfOtherLongTermDebt,118640000.000,180000.000,53000.000,0.000
RepaymentsOfRelatedPartyDebt,21673000.000,0.000,0.000,
Revenues,873255000.000,1111254000.000,711639000.000,128399000.000
SalesRevenueNet,873255000.000,1111254000.000,711639000.000,128399000.000
SellingGeneralAndAdministrativeExpense,26835000.000,38723000.000,33119000.000,20951000.000
ShareBasedCompensation,5734000.000,9042000.000,3532000.000,719000.000
StockIssued1,53721000.000,0.000,,
TemporaryEquityStockIssuedDuringPeriodValueNewIssues,,,,0.000
UnrealizedGainLossOnDerivatives,,-669000.000,419000.000,-224000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,24015562.000,24070418.000,23973850.000,24870258.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,24021957.000,24076437.000,23973850.000,24870258.000
WeightedAverageNumerDilutedLimitedPartnershipUnitsOutstandingAdjustment,,6019.000,0.000,0.000
WriteOffOfDeferredDebtIssuanceCost,,,,3700000.000
