,2011-10-31,2012-07-31,2012-10-31,2013-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-806.000,,
EarningsPerShareBasicAndDiluted,,0.000,-0.000,-0.020
IncreaseDecreaseInAccountsPayable,,1500.000,,
InterestExpense,,,,-4449.000
NetCashProvidedByUsedInOperatingActivities,,-806.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-806.000,,
NetIncomeLoss,-7694.000,-2306.000,-7848.000,-177186.000
OperatingExpenses,,2306.000,7848.000,
ProfitLoss,,-2306.000,,-172737.000
SellingGeneralAndAdministrativeExpense,7694.000,2306.000,7848.000,172737.000
WeightedAverageNumberOfSharesOutstandingBasic,15000000.000,,,
