,2011-12-31,2012-12-31,2013-12-31
AssetManagementCosts,1258720.000,211959.000,80725.000
DerivativeGainLossOnDerivativeNet,-4729013.000,-465081.000,-165460.000
FeesAndCommissions,,58001.000,
FloorBrokerageExchangeAndClearanceFees,2738495.000,334272.000,118149.000
GeneralAndAdministrativeExpense,217187.000,68063.000,25800.000
InterestIncomeOperating,11531.000,5639.000,839.000
InvestmentIncomeNet,-4375932.000,-718093.000,-358200.000
MarketingExpense,,,1312.000
NetIncomeLoss,-9104945.000,-1183174.000,-523660.000
OperatingExpenses,4387463.000,723732.000,359039.000
ProfessionalFees,173061.000,109438.000,125891.000
SalesCommissionsAndFees,,,4322.000
StockIssuedDuringPeriodValueNewIssues,4849462.000,549521.000,11869.000
StockRedeemedOrCalledDuringPeriodValue,-27208805.000,-7594077.000,-1937947.000
TemporaryEquityForeignCurrencyTranslationAdjustments,,1958.000,487.000
