,2011-09-30,2012-09-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalOther,230183.000,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,1434694.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,99725.000,-79078.000,
ComprehensiveIncomeNetOfTax,-3239819.000,-3755439.000,
ConversionOfStockAmountConverted1,348741.000,,
ConversionOfStockSharesConverted1,250000.000,,
CostOfGoodsSold,766742.000,199089.000,
Depreciation,1190871.000,1229934.000,
DepreciationAndAmortization,1190871.000,1229934.000,
EarningsPerShareBasicAndDiluted,-0.550,-0.520,
EffectOfExchangeRateOnCashAndCashEquivalents,83021.000,-11310.000,
GrossProfit,-654020.000,-55179.000,
IncomeLossFromContinuingOperations,-3262566.000,3875768.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-3875438.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3342566.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.550,,
IncomeLossFromEquityMethodInvestments,-39172.000,-33164.000,
IncomeTaxExpenseBenefit,-80000.000,330.000,
IncomeTaxExpenseBenefitContinuingOperations,,330.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,881646.000,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,564325.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-1458451.000,
IncreaseDecreaseInAccountsPayable,134851.000,112606.000,
IncreaseDecreaseInAccountsReceivable,68090.000,-75729.000,
IncreaseDecreaseInDeferredRevenue,,56745.000,
IncreaseDecreaseInInventories,-601056.000,111379.000,
IncreaseDecreaseInOperatingCapital,,11132125.000,
IncreaseDecreaseInOtherReceivables,-26729.000,-54982.000,
IncreaseDecreaseInPrepaidExpense,2278.000,18557.000,
IncreaseDecreaseInPrepaidTaxes,27267.000,-55925.000,
InterestExpenseRelatedParty,8071.000,370536.000,
InventoryWriteDown,155545.000,44343.000,
InvestmentIncomeInterest,77.000,,
MarketingAndAdvertisingExpense,,69393.000,
NetCashProvidedByUsedInFinancingActivities,3040075.000,1850108.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3040075.000,1850108.000,
NetCashProvidedByUsedInInvestingActivities,-342161.000,-200873.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-342161.000,-200873.000,
NetCashProvidedByUsedInOperatingActivities,-2681210.000,-1717003.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2681210.000,-1717003.000,
NetIncomeLoss,-3262566.000,-3875768.000,
NoncashOrPartNoncashAcquisitionDebtAssumed1,7740102.000,0.000,
OperatingExpenses,4074392.000,3438026.000,
OperatingIncomeLoss,-4728412.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,34465.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,22747.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,120329.000,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,-11718.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,182317.000,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,61988.000,
OtherNonoperatingExpense,1682.000,,
OtherNonoperatingIncome,,21467.000,
PaymentsToAcquireIntangibleAssets,,3462.000,
PaymentsToAcquireMachineryAndEquipment,,175496.000,
PaymentsToAcquirePropertyPlantAndEquipment,342161.000,,
ProceedsFromIssuanceOfCommonStock,714400.000,1294118.000,
ProceedsFromOtherDebt,,219810.000,
ProceedsFromRelatedPartyDebt,2330167.000,336180.000,
RelatedPartyTransactionRate,,0.039,
RepaymentsOfNotesPayable,4492.000,0.000,
RepaymentsOfRelatedPartyDebt,,7104.000,
Revenues,112722.000,143910.000,
SalesRevenueNet,112722.000,143910.000,
SellingGeneralAndAdministrativeExpense,2883521.000,2208092.000,
ShareBasedCompensation,67550.000,72210.000,
StockIssuedDuringPeriodValueAcquisitions,709280.000,,
StockIssuedDuringPeriodValueIssuedForServices,,72210.000,
StockIssuedDuringPeriodValueNewIssues,,1063232.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,1498634.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,7434666.000,
