,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28
InterestExpenseDebt,160000.000,168000.000,158000.000,155000.000,140000.000,72000.000,126000.000,125000.000,
InterestPaid,,,144000.000,,,,122000.000,,
InvestmentIncomeInterest,3000.000,3000.000,3000.000,7000.000,4000.000,2000.000,2000.000,2000.000,
NetCashProvidedByUsedInFinancingActivities,,,-3027000.000,,,,-299000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-3027000.000,,,,-299000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-1073000.000,,,,-1054000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1073000.000,,,,-1054000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-7413000.000,,,,-12930000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-7413000.000,,,,-12930000.000,,
NetIncomeLoss,3152000.000,1920000.000,1538000.000,3661000.000,2039000.000,1910000.000,1640000.000,3090000.000,-10239000.000
NonoperatingIncomeExpense,-163000.000,-657000.000,-132000.000,-279000.000,-147000.000,43000.000,-132000.000,-164000.000,-128000.000
OperatingIncomeLoss,4842000.000,3004000.000,2387000.000,5577000.000,2646000.000,2664000.000,2618000.000,4798000.000,193000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,-19000.000,71000.000,-38000.000,68000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,34000.000,-242000.000,206000.000,-126000.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,311000.000,,758000.000,-54000.000,2858000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,20000.000,,51000.000,-1625000.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-80000.000,-25000.000,-3000.000,18000.000,13000.000,25000.000,-23000.000,25000.000,9000.000
OtherNonoperatingIncomeExpense,-6000.000,-492000.000,23000.000,-131000.000,-11000.000,113000.000,-8000.000,-41000.000,-128000.000
PaymentsForRepurchaseOfCommonStock,,,612000.000,,,,493000.000,,
PaymentsToAcquireIntangibleAssets,,,47000.000,,,,102000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,831000.000,,,,935000.000,,
PaymentsToAcquireShortTermInvestments,,,8185000.000,,,,77000.000,,
ProceedsFromIssuanceOfCommonStock,,,232000.000,,,,-126000.000,,
ProceedsFromSaleOfShortTermInvestments,,,7990000.000,,,,60000.000,,
ProductWarrantyAccrualPayments,,,-135000.000,-42000.000,-67000.000,-30000.000,-100000.000,-163000.000,-106000.000
ProductWarrantyAccrualWarrantiesIssued,,,174000.000,-2000.000,28000.000,176000.000,89000.000,190000.000,255000.000
ProductWarrantyExpense,,,174000.000,,,,,,
ProvisionForDoubtfulAccounts,,,-27000.000,,,,65000.000,,
RepaymentsOfLongTermLinesOfCredit,,,3000000.000,,,,,,
ResearchAndDevelopmentExpense,707000.000,746000.000,660000.000,716000.000,679000.000,653000.000,707000.000,842000.000,373000.000
SaleLeasebackTransactionCurrentPeriodGainRecognized,,,130000.000,,,,130000.000,,
SalesRevenueGoodsNet,47768000.000,43809000.000,41946000.000,48807000.000,43396000.000,46359000.000,44401000.000,53502000.000,24569000.000
SellingGeneralAndAdministrativeExpense,19721000.000,17396000.000,18475000.000,19354000.000,17699000.000,19626000.000,19600000.000,23321000.000,12328000.000
SettlementOfAssetRetirementObligationsThroughNoncashPaymentsAmount,,,,,,,,1400000.000,
ShareBasedCompensation,,,587000.000,,,,380000.000,,
TaxBenefitFromStockOptionsExercised1,,,,,,,-320000.000,,
UnrealizedGainLossOnDerivatives,,,182000.000,,,,144000.000,,
UnrealizedGainLossOnInterestRateCashFlowHedgesPretaxAccumulatedOtherComprehensiveIncomeLoss,,,100000.000,,,,,,
UnrealizedGainLossOnInvestments,,,7000.000,,,,27000.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,810000.000,796000.000,605000.000,580000.000,597000.000,-1068000.000,733000.000,684000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,13001000.000,13040000.000,12893000.000,12977000.000,13326000.000,-26147000.000,12979000.000,13017000.000,12501000.000
WeightedAverageNumberOfSharesOutstandingBasic,12191000.000,12244000.000,12288000.000,12397000.000,12729000.000,-25079000.000,12246000.000,12333000.000,12501000.000
