,2011-06-30,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,20000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,16090000.000
ComprehensiveIncomeNetOfTax,,,-394000.000
CurrentIncomeTaxExpenseBenefit,,,-104000.000
DeferredIncomeTaxExpenseBenefit,,,-1000.000
DepreciationDepletionAndAmortization,,,411000.000
DividendsPreferredStock,272000.000,272000.000,272000.000
DividendsPreferredStockCash,,,272000.000
EarningsPerShareBasic,-0.860,-0.820,-0.210
EarningsPerShareDiluted,-0.860,-0.820,-0.210
FeesAndCommissions,,797000.000,618000.000
FeesAndCommissionsDepositorAccounts,839000.000,,256000.000
FeesAndCommissionsMortgageBanking,284000.000,675000.000,543000.000
ForeclosedRealEstateExpense,,,609000.000
GainLossOnSaleOfOtherAssets,,,-79000.000
GainLossOnSalesOfLoansNet,,,-33000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2216000.000,-2025000.000,-316000.000
IncomeTaxExpenseBenefit,-69000.000,,-1000.000
IncreaseDecreaseInAccruedLiabilities,,,433000.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,,-61000.000
IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,,,253000.000
IncreaseDecreaseInInterestAndDividendsReceivable,,,326000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,231000.000
IncreaseDecreaseInTimeDeposits,,,4310000.000
InterestAndDividendIncomeOperating,6631000.000,6837000.000,6224000.000
InterestAndDividendIncomeSecuritiesAvailableForSale,322000.000,353000.000,268000.000
InterestAndFeeIncomeLoansAndLeases,6183000.000,6422000.000,5884000.000
InterestExpense,2410000.000,2207000.000,1970000.000
InterestExpenseLongTermDebt,870000.000,877000.000,912000.000
InterestExpenseNegotiableOrderOfWithdrawalNOWDeposits,442000.000,356000.000,265000.000
InterestExpenseShortTermBorrowings,10000.000,11000.000,9000.000
InterestExpenseTimeDeposits,997000.000,884000.000,700000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,2221000.000,3930000.000,3804000.000
InterestIncomeExpenseNet,4221000.000,4630000.000,4254000.000
InterestPaid,,,2093000.000
LaborAndRelatedExpense,2718000.000,2813000.000,2581000.000
NetCashProvidedByUsedInFinancingActivities,,,17271000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,17271000.000
NetCashProvidedByUsedInInvestingActivities,,,-5891000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-5891000.000
NetCashProvidedByUsedInOperatingActivities,,,4710000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,4710000.000
NetChangeInterestAndNoninterestBearingDepositsDomestic,,,12681000.000
NetIncomeLoss,-2147000.000,-2025000.000,-315000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-2419000.000,-2297000.000,-587000.000
NoninterestExpense,5882000.000,7672000.000,5730000.000
NoninterestIncome,1445000.000,1717000.000,1610000.000
NoninterestIncomeOtherOperatingIncome,322000.000,245000.000,193000.000
OccupancyNet,618000.000,682000.000,647000.000
OtherComprehensiveIncomeLossTax,,,36000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-79000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,53000.000
OtherInterestAndDividendIncome,,29000.000,29000.000
OtherNoninterestExpense,2546000.000,4177000.000,1893000.000
PaidInKindInterest,,,-29000.000
PaymentsForOriginationOfMortgageLoansHeldForSale,,,16111000.000
PaymentsToAcquireAvailableForSaleSecurities,,,9988000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,183000.000
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections,,,4343000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,5000000.000
ProceedsFromSaleOfForeclosedAssets,,,2167000.000
ProceedsFromSaleOfLoansHeldForInvestment,,,1456000.000
ProceedsFromSaleOfMortgageLoansHeldForSale,,,20167000.000
ProceedsFromStockPlans,,,27000.000
ProvisionForLoanAndLeaseLosses,2000000.000,700000.000,450000.000
ProvisionForOtherLosses,,,128000.000
RestrictedStockAwardForfeitures,,,-17000.000
RestrictedStockExpense,,,17000.000
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,,,6508.000
StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,,,1730.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,,,27000.000
TransferOfOtherRealEstate,,,997000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,-103000.000
