,2014-06-30,2015-06-30,2016-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,38851.000,2022.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-376548.000,-9287.000,3696939.000
Depreciation,38851.000,2022.000,
EarningsPerShareBasicAndDiluted,-0.020,-0.000,-0.000
GainsLossesOnSalesOfAssets,,28861.000,
GeneralAndAdministrativeExpense,899299.000,92426.000,118764.000
IncomeLossFromContinuingOperationsPerBasicShare,-1119940.000,,
IncreaseDecreaseInAccountsPayable,-31911.000,25117.000,-22027.000
IncreaseDecreaseInAccountsReceivable,758183.000,,
IncreaseDecreaseInAccruedLiabilities,-16125.000,23000.000,-23000.000
InvestmentIncomeInterest,2.000,,165.000
InvestmentsInAndAdvancesToAffiliatesAtFairValuePeriodIncreaseDecrease,,,-14470.000
NetCashProvidedByUsedInFinancingActivities,,16471.000,3877839.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,16471.000,3877839.000
NetCashProvidedByUsedInInvestingActivities,-5606.000,-4875.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5606.000,-4875.000,
NetCashProvidedByUsedInOperatingActivities,-370942.000,-20883.000,-180900.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-370942.000,-20883.000,-180900.000
NetIncomeLoss,-1119940.000,-71022.000,-121404.000
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,-71022.000,
OperatingExpenses,1119942.000,99883.000,121568.000
OperatingIncomeLoss,,-99883.000,-121568.000
OtherOperatingIncomeExpenseNet,2.000,28861.000,165.000
PaymentsToAcquireProductiveAssets,-5606.000,-4875.000,
ProfitLoss,-1119940.000,-71022.000,-121404.000
ResearchAndDevelopmentExpense,181792.000,5435.000,2805.000
StockholdersEquityPeriodIncreaseDecrease,,,3877839.000
WeightedAverageNumberOfSharesIssuedBasic,64894305.000,64894305.000,67292974.000
