,2011-12-31,2012-12-31
AccumulatedDepreciationDepletionAndAmortizationReclassificationsOfPropertyPlantAndEquipment,,-327.000
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,,-26163.000
AmortizationOfFinancingCosts,118000.000,61000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,222000.000,-142000.000
DebtInstrumentPeriodicPayment,,175000.000
Depreciation,7747000.000,4864000.000
DepreciationExpense,,5810000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,-10252000.000
DistributionsPerLimitedPartnershipUnitOutstanding,,112.580
GainLossOnDispositionOfProperty,,1484000.000
GainLossOnSaleOfProperties,,31435000.000
GainsLossesOnExtinguishmentOfDebt,997000.000,0.000
GainsLossesOnSalesOfInvestmentRealEstate,,-31435000.000
GeneralAndAdministrativeExpense,335000.000,271000.000
IncomeLossFromContinuingOperations,,-3233000.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,,-31.940
IncomeLossFromDiscontinuedOperationsNetOfTax,,-3493000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,,-34.530
IncomeLossFromExtraordinaryItemsNetOfTaxPerOutstandingLimitedPartnershipUnit,,307.880
IncreaseDecreaseInAccountsPayable,-69000.000,-16000.000
IncreaseDecreaseInAccountsReceivable,32000.000,227000.000
IncreaseDecreaseInAccruedTaxesPayable,12000.000,-103000.000
IncreaseDecreaseInDueToAffiliates,-1104000.000,-941000.000
IncreaseDecreaseInOtherCurrentAssets,48000.000,103000.000
IncreaseDecreaseInOtherCurrentLiabilities,179000.000,-332000.000
IncreaseDecreaseInSecurityDeposits,-1000.000,-140000.000
InterestExpenseBorrowings,3384000.000,1800000.000
InterestPaid,4390000.000,3014000.000
NetCashProvidedByUsedInFinancingActivities,-124000.000,-41040000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-124000.000,-41040000.000
NetCashProvidedByUsedInInvestingActivities,-1052000.000,40254000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1052000.000,40254000.000
NetCashProvidedByUsedInOperatingActivities,1398000.000,644000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1398000.000,644000.000
NetIncomeLoss,-6492000.000,24709000.000
NetIncomeLossAllocatedToGeneralPartners,-766000.000,3167000.000
NetIncomeLossAllocatedToLimitedPartners,-5726000.000,21542000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-64.140,241.410
OperatingExpenses,4129000.000,2014000.000
OtherIncome,1271000.000,651000.000
OtherMaterialNoncashItems,106000.000,0.000
PaymentsOfDebtExtinguishmentCosts,-755000.000,-2553000.000
PaymentsOfDividends,,-10252000.000
PaymentsOfFinancingCosts,-390000.000,0.000
ProceedsFromContributionsFromAffiliates,1136000.000,492000.000
ProceedsFromInsuranceSettlementInvestingActivities,73000.000,0.000
ProceedsFromLoanOriginations,30810000.000,0.000
ProceedsFromRealEstateAndRealEstateJointVentures,,41505000.000
ProfitLoss,-6492000.000,24709000.000
PropertyPlantAndEquipmentAdditions,-1125000.000,-1251000.000
PropertyPlantAndEquipmentDisposals,,-36181.000
PropertyPlantAndEquipmentTransfersAndChanges,,-327.000
RealEstateRevenueNet,9386000.000,5561000.000
RealEstateTaxExpense,626000.000,496000.000
RepaymentsOfDebt,-990000.000,-608000.000
RepaymentsOfLongTermDebt,-19031000.000,-22019000.000
RepaymentsOfOtherDebt,-10904000.000,-6100000.000
Revenues,10657000.000,6212000.000
SalesRevenueNet,9386000.000,5561000.000
UnusualOrInfrequentItemInsuranceProceeds,69000.000,0.000
