,2011-09-30,2012-03-31,2012-06-30
Depreciation,110.000,,
GrossProfit,7235.000,-313.000,
IncreaseDecreaseInAccountsReceivable,,8958.000,
IncreaseDecreaseInDueFromRelatedParties,,78906.000,
InterestExpense,-213.000,,
NetCashProvidedByUsedInFinancingActivities,,78685.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,78685.000,
NetCashProvidedByUsedInOperatingActivities,,-77960.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-77960.000,
NetIncomeLoss,-1751.000,-83646.000,-72729.000
OperatingExpenses,8773.000,83334.000,72729.000
Revenues,7235.000,2997.000,
SalesRevenueNet,7235.000,2997.000,
SellingGeneralAndAdministrativeExpense,8663.000,83334.000,72729.000
