,2013-06-30,2014-06-30
AdvertisingExpense,803134.000,639644.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,5018.000
AmortizationOfDebtDiscountPremium,427753.000,339376.000
CashAndCashEquivalentsPeriodIncreaseDecrease,138831.000,-115070.000
ConversionOfStockAmountConverted1,,40000.000
CostOfGoodsSold,141329.000,307520.000
CurrentFederalTaxExpenseBenefit,1450000.000,1900000.000
CurrentStateAndLocalTaxExpenseBenefit,150000.000,200000.000
DepreciationAndAmortization,683.000,31653.000
DepreciationDepletionAndAmortization,683.000,31653.000
EarningsPerShareBasicAndDiluted,-0.350,-0.240
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
EffectiveIncomeTaxRateReconciliationDeductions,,-0.390
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.050
GainsLossesOnExtinguishmentOfDebt,-499320.000,-85640.000
GeneralAndAdministrativeExpense,1717872.000,2731517.000
GrossProfit,120620.000,55331.000
ImpairmentOfLongLivedAssetsHeldForUse,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-6139962.000
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,,0.000
IncomeTaxesPaid,,0.000
IncomeTaxesPaidNet,0.000,
IncreaseDecreaseInAccountsPayable,-83150.000,145646.000
IncreaseDecreaseInAccountsReceivable,19167.000,-6975.000
IncreaseDecreaseInAccruedLiabilities,84398.000,367856.000
IncreaseDecreaseInDeferredRevenue,0.000,
IncreaseDecreaseInDeposits,-7996.000,126.000
IncreaseDecreaseInDueToRelatedParties,,509865.000
IncreaseDecreaseInInventories,39792.000,
IncreaseDecreaseInInventoryForLongTermContractsOrPrograms,,-336206.000
IncreaseDecreaseInPrepaidExpense,-493352.000,693861.000
InterestExpense,-585582.000,-708416.000
InterestPaid,9776.000,9310.000
InventoryLIFOReserveEffectOnIncomeNet,,0.000
InventoryLIFOReservePeriodCharge,-1284.000,
InventoryWriteDown,100708.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,930480.000,
LeaseAndRentalExpense,3646.000,48444.000
NetCashProvidedByUsedInFinancingActivities,1029174.000,991802.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1029174.000,991802.000
NetCashProvidedByUsedInInvestingActivities,,-94960.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-94960.000
NetCashProvidedByUsedInOperatingActivities,-890343.000,-1011912.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-890343.000,-1011912.000
NetIncomeLoss,-5240760.000,-6139962.000
OperatingIncomeLoss,-4155858.000,-5345906.000
PaymentsToAcquirePropertyPlantAndEquipment,,94960.000
ProceedsFromIssuanceOfDebt,50000.000,50000.000
ProceedsFromRelatedPartyDebt,950000.000,910000.000
ProceedsFromWarrantExercises,29174.000,31802.000
ProfitLoss,-5240760.000,
ProvisionForDoubtfulAccounts,,9274.000
ResearchAndDevelopmentExpense,880379.000,907055.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,880379.000,
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,279768.000,907055.000
Revenues,261949.000,362851.000
RoyaltyExpense,7800.000,12324.000
SalesReturnsAndAllowancesGoods,,251.000
SalesRevenueNet,261949.000,362851.000
SellingAndMarketingExpense,1576836.000,1731012.000
TechnologyServicesCosts,,511063.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,15185945.000,25519419.000
