,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetManagementCosts,705342.000,481644.000,356452.000,282920.000,218826.000,147535.000
CostsAndExpenses,3930760.000,2471069.000,1777840.000,1526517.000,1028511.000,813206.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,1672496.000,699783.000,,,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,167482.000,-27149.000,-23147.000,-82790.000,-22435.000,-23202.000
GainLossOnSaleOfCommodityContracts,353195.000,-2335648.000,-200091.000,881958.000,336809.000,-12002.000
IncentiveFeeExpense,,,,211404.000,99066.000,73508.000
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,,-1179617.000,-830352.000
InterestIncomeOperating,292141.000,207562.000,199885.000,22022.000,2532.000,14761.000
InvestmentIncomeInterest,2927.000,315.000,370.000,264.000,25.000,0.000
InvestmentIncomeNet,,,50712.000,6828.000,2532.000,14761.000
NetIncomeLoss,-2876053.000,-4484399.000,-1767503.000,-974951.000,-1933297.000,-830352.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,-11244.000,-6008.000
NoninterestExpenseDistributionAndServicingFees,,25000.000,,,,
NoninterestExpenseInvestmentAdvisoryFees,62625.000,51521.000,28101.000,0.000,0.000,0.000
NoninterestExpenseOfferingCost,,,46500.000,57000.000,35200.000,30392.000
NonoperatingIncomeExpense,1311681.000,253957.000,-236864.000,26239.000,-753680.000,0.000
OperatingExpenses,848733.000,566360.000,438000.000,433250.000,337899.000,301861.000
OperatingIncomeLoss,-4187734.000,-4738356.000,-1530639.000,-1001190.000,-1190861.000,-836360.000
OtherNonoperatingIncome,,,,192445.000,0.000,0.000
PrincipalInvestmentGainsLosses,87768.000,131816.000,,,,
ProfessionalFees,233247.000,290228.000,220905.000,146588.000,451942.000,0.000
RealizedInvestmentGainsLosses,,,-12749.000,0.000,0.000,
TradingActivityGainsAndLossesNet,,,209238.000,,,
TradingGainsLosses,-344742.000,-2399103.000,196489.000,518499.000,-164882.000,-37915.000
TradingSecuritiesRealizedGainLoss,-98217.000,-202071.000,-114591.000,-51697.000,0.000,0.000
TradingSecuritiesUnrealizedHoldingGainLoss,-106156.000,126325.000,-34582.000,36503.000,0.000,0.000
UnrealizedGainLossOnCommodityContracts,-865419.000,-36306.000,432476.000,-280669.000,-479256.000,-2711.000
