,2011-06-30,2011-09-30
CostOfServicesDepreciation,304849.000,302861.000
CostsAndExpenses,2255974.000,2231271.000
GainLossOnDispositionOfAssets,334.000,-5266.000
GeneralAndAdministrativeExpense,693395.000,699554.000
NetIncomeLoss,236068.000,151170.000
NetIncomeLossAllocatedToGeneralPartners,2361.000,1512.000
NetIncomeLossAllocatedToLimitedPartners,233707.000,149658.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,4.710,3.010
NonoperatingIncomeExpense,-1188.000,457.000
OperatingIncomeLoss,237256.000,150713.000
OtherNonoperatingIncomeExpense,-1188.000,457.000
PartnersCapitalAccountUnitsContributed,49656.000,49656.000
SalesRevenueServicesNet,2493230.000,2381984.000
