,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27,2015-07-04,2015-10-03,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AmortizationOfAcquiredIntangibleAssets,,,,304000.000,1013000.000,,468000.000,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,468000.000,1494000.000,2467000.000,2437000.000,7769000.000,2920000.000,2761000.000,2808000.000,2799000.000,2595000.000,2598000.000,2618000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2684000.000,,,,10418000.000,,,-25518000.000,,,,,-2770000.000,,,,-7138000.000
ComprehensiveIncomeNetOfTax,,,2501000.000,5244000.000,5353000.000,4879000.000,8488000.000,5094000.000,7416000.000,7243000.000,13040000.000,14842000.000,18284000.000,24659000.000,13432000.000,14599000.000,12253000.000,7710000.000,12113000.000
CostOfGoodsSold,41089000.000,42149000.000,47018000.000,47935000.000,52182000.000,49869000.000,53748000.000,52152000.000,65896000.000,110946000.000,131361000.000,128132000.000,123704000.000,140718000.000,120047000.000,119591000.000,116436000.000,117582000.000,114079000.000
DeferredIncomeTaxExpenseBenefit,,,94000.000,,,,1015000.000,,,-816000.000,,,,,-468000.000,,,,-516000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,,,23000.000,22000.000,,32000.000,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,122000.000,122000.000,,124000.000,124000.000,121000.000,,,,,,,,,,
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,,,,,,-32000.000,-32000.000,,,,,,,,,,
DefinedBenefitPlanInterestCost,,,,147000.000,148000.000,,155000.000,155000.000,155000.000,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,380000.000,380000.000,,385000.000,385000.000,382000.000,,,,,,,,,,
DefinedBenefitPlanServiceCost,,,,88000.000,88000.000,,74000.000,74000.000,74000.000,,,,,,,,,,
DepreciationDepletionAndAmortization,,,1447000.000,,,,1749000.000,,,4838000.000,,,,,6546000.000,,,,6298000.000
DerivativeGainLossOnDerivativeNet,,,,27000.000,26000.000,,,,,,,,,,,,,,
EarningsPerShareBasic,0.410,0.550,0.490,0.420,0.350,0.270,0.590,0.360,0.410,0.420,0.730,0.790,0.800,0.970,0.450,0.590,0.420,0.200,0.400
EarningsPerShareDiluted,0.390,0.520,0.460,0.390,0.330,0.270,0.560,0.340,0.390,0.400,0.700,0.750,0.770,0.940,0.440,0.570,0.410,0.190,0.380
EffectOfExchangeRateOnCashAndCashEquivalents,,,1000.000,,,,2000.000,,,-21000.000,,,,,186000.000,,,,34000.000
EffectiveIncomeTaxRateContinuingOperations,,,,0.308,0.332,,0.210,0.332,0.334,0.336,0.340,0.272,0.346,0.312,0.304,0.305,0.265,-0.578,0.252
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,144000.000,,,,57000.000,,,1261000.000,,,,,529000.000,,,,0.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,2540000.000,,,,,0.000,,,,0.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,373000.000,,,,87000.000
GoodwillTranslationAdjustments,,,,,,,,,,-120000.000,,,,,,,,,
GrossProfit,14386000.000,14255000.000,18120000.000,17054000.000,16717000.000,17551000.000,20219000.000,18681000.000,23785000.000,30005000.000,43202000.000,51310000.000,49452000.000,59427000.000,39483000.000,44835000.000,38663000.000,36486000.000,38317000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,7510000.000,7381000.000,,,,,,,,27044000.000,35887000.000,16512000.000,21555000.000,16422000.000,14296000.000,15491000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,6708000.000,7505000.000,9002000.000,7510000.000,7381000.000,7690000.000,10844000.000,7718000.000,10747000.000,11304000.000,19922000.000,23470000.000,27044000.000,35887000.000,16512000.000,21555000.000,,,
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,0.000,0.000,,0.000,,,0.000,0.000,0.000,0.000,0.000,,,,,
IncomeTaxExpenseBenefit,2160000.000,840000.000,2907000.000,2316000.000,2451000.000,2035000.000,2280000.000,2560000.000,3592000.000,3797000.000,6778000.000,6390000.000,9354000.000,11193000.000,5027000.000,6575000.000,4348000.000,4411000.000,3904000.000
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,,,200000.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,1576000.000,,,,1737000.000,,,9520000.000,,,,,2755000.000,,,,4397000.000
IncreaseDecreaseInAccountsReceivable,,,4218000.000,,,,-5863000.000,,,37632000.000,,,,,10384000.000,,,,3268000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,2673000.000,,,,1208000.000,,,2776000.000,,,,,4245000.000,,,,4038000.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,,,,-8522000.000,,,,-8477000.000
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,-204000.000,,,,116000.000,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,,,,,,-2321000.000,,,9203000.000,,,,,-3831000.000,,,,-2072000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,81000.000,,,,282000.000,,,-967000.000,,,,,341000.000,,,,382000.000
IncreaseDecreaseInInventories,,,2530000.000,,,,1115000.000,,,-8699000.000,,,,,3117000.000,,,,5957000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,1422000.000,,,,2937000.000,,,382000.000,,,,,-214000.000,,,,942000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,102000.000,,,,474000.000
InterestExpense,,,,266000.000,274000.000,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,,,,,218000.000,-262000.000,-1605000.000,-2323000.000,-2559000.000,-2301000.000,-1111000.000,-1243000.000,-1087000.000,-1056000.000,-1103000.000,-1108000.000,-1133000.000
NetCashProvidedByUsedInFinancingActivities,,,-5809000.000,,,,-2082000.000,,,59111000.000,,,,,-1049000.000,,,,-10775000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5809000.000,,,,-2082000.000,,,59111000.000,,,,,-1049000.000,,,,-10775000.000
NetCashProvidedByUsedInInvestingActivities,,,-1665000.000,,,,-1828000.000,,,-87181000.000,,,,,-2450000.000,,,,-2767000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1665000.000,,,,-1828000.000,,,-87181000.000,,,,,-2450000.000,,,,-2767000.000
NetCashProvidedByUsedInOperatingActivities,,,4789000.000,,,,14326000.000,,,2573000.000,,,,,543000.000,,,,6370000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,4789000.000,,,,14326000.000,,,2573000.000,,,,,543000.000,,,,6370000.000
NetIncomeLoss,4548000.000,6665000.000,6095000.000,5194000.000,4930000.000,5655000.000,8564000.000,5158000.000,7155000.000,7507000.000,13144000.000,17080000.000,17690000.000,24694000.000,11485000.000,14980000.000,12074000.000,9885000.000,11587000.000
OperatingExpenses,,,,1809000.000,1790000.000,,1701000.000,2857000.000,,,,,,,,,3272000.000,,
OperatingIncomeLoss,7242000.000,7895000.000,9265000.000,7776000.000,7655000.000,7929000.000,11062000.000,7980000.000,12352000.000,13627000.000,22481000.000,25771000.000,28155000.000,37130000.000,17599000.000,22611000.000,17525000.000,15404000.000,16624000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,-139000.000,,-106000.000,,,,,,,,,,,,-131000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,23000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,110000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,,,,,395000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,,,,,,,136000.000,129000.000,136000.000,130000.000,130000.000,,,,,
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,,,,,130000.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,-12000.000,-10000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,27000.000,26000.000,,15000.000,23000.000,27000.000,20000.000,-28000.000,27000.000,0.000,0.000,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,,,,15000.000,9000.000,-14000.000,15000.000,0.000,0.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-117000.000,258000.000,,-197000.000,-192000.000,129000.000,-386000.000,-182000.000,-2375000.000,432000.000,-196000.000,1816000.000,-511000.000,49000.000,-1980000.000,
OtherComprehensiveIncomeLossNetOfTax,,,,50000.000,423000.000,,-76000.000,-64000.000,261000.000,-264000.000,-104000.000,-2238000.000,594000.000,-35000.000,1947000.000,-381000.000,179000.000,-2175000.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,-3594000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,,,,,526000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,105000.000,-105000.000,-102000.000,-106000.000,-110000.000,-162000.000,-161000.000,-131000.000,-130000.000,-130000.000,195000.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,,,,,,,,,,,,,119000.000,119000.000,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,,,-54000.000,-61000.000,-50000.000,-53000.000,-87000.000,-88000.000,,,,,
