,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27,2015-07-04,2015-10-03,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,,,,,33000.000,-20000.000,-15000.000,-17000.000,-11000.000,0.000,0.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,21000.000,-13000.000,-10000.000,-12000.000,-8000.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,-12000.000,-7000.000,-5000.000,-5000.000,-3000.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,,,,,,,-27000.000,-27000.000,-27000.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,54000.000,50000.000,,37000.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,35000.000,32000.000,,24000.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,-19000.000,-18000.000,,13000.000,,,,,,,,,,,,
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax,,,-3727000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,-12000.000,-10000.000,,-14000.000,-3000.000,22000.000,14000.000,-59000.000,31000.000,0.000,0.000,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,-8000.000,-6000.000,,-9000.000,2000.000,14000.000,10000.000,-40000.000,19000.000,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,4000.000,4000.000,,-5000.000,-1000.000,8000.000,4000.000,-19000.000,12000.000,,,,,,,
OtherNoncashIncomeExpense,,,61000.000,,,,277000.000,,,879000.000,,,,,-119000.000,,,,291000.000
PaymentsForPreviousAcquisition,,,,,,,81000.000,,,53000.000,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,,,,,,,,,0.000,,,,
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,,,,,4261000.000,,,,4413000.000
PaymentsOfDebtIssuanceCosts,,,,,,,160000.000,,,280000.000,,,,,164000.000,,,,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,70275000.000,,,,,0.000,,,,
PaymentsToAcquireProductiveAssets,,,,,,,1828000.000,,,16906000.000,,,,,2450000.000,,,,2767000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1665000.000,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,,,,,10000000.000,,,,0.000
ProceedsFromLinesOfCredit,,,,,,,,,,58000000.000,,,,,,,,,
ProceedsFromRepaymentsOfDebt,,,-6052000.000,,,,-2035000.000,,,-405000.000,,,,,,,,,
ProceedsFromStockOptionsExercised,,,99000.000,,,,137000.000,,,588000.000,,,,,451000.000,,,,295000.000
ProductWarrantyAccrualAdditionsFromBusinessAcquisition,,,,,,,,,,790000.000,,-226000.000,0.000,0.000,0.000,0.000,0.000,0.000,
ProductWarrantyAccrualPayments,,,,303000.000,278000.000,,138000.000,278000.000,202000.000,334000.000,469000.000,520000.000,701000.000,737000.000,885000.000,405000.000,616000.000,475000.000,707000.000
ProductWarrantyAccrualPeriodIncreaseDecrease,,,,,3000.000,,-10000.000,126000.000,-249000.000,,,,,,,,,,
ProductWarrantyAccrualPreexistingIncreaseDecrease,,,,,,,,,,156000.000,110000.000,5000.000,147000.000,907000.000,-395000.000,99000.000,-17000.000,-653000.000,-78000.000
ProductWarrantyAccrualWarrantiesIssued,,,,246000.000,1100000.000,,48000.000,285000.000,23000.000,329000.000,547000.000,1966000.000,401000.000,414000.000,661000.000,545000.000,600000.000,475000.000,467000.000
RepaymentsOfLongTermDebt,,,,,,,,,,,,,,,7604000.000,,,,6657000.000
ResearchAndDevelopmentExpense,,,,11100000.000,12800000.000,,12800000.000,13200000.000,12400000.000,17200000.000,20600000.000,19100000.000,21300000.000,22500000.000,23300000.000,21900000.000,22200000.000,22800000.000,22900000.000
SalesRevenueGoodsNet,55475000.000,56404000.000,65138000.000,64989000.000,68899000.000,67420000.000,73967000.000,70833000.000,89681000.000,140951000.000,174563000.000,179442000.000,173156000.000,200145000.000,159530000.000,164426000.000,155099000.000,154068000.000,152396000.000
SellingGeneralAndAdministrativeExpense,7144000.000,6360000.000,8855000.000,9278000.000,9062000.000,9622000.000,9157000.000,10701000.000,11433000.000,16378000.000,20721000.000,25539000.000,21297000.000,22297000.000,21884000.000,22224000.000,21138000.000,21082000.000,21693000.000
ShareBasedCompensation,,,318000.000,,,,326000.000,,,394000.000,,,,,597000.000,,,,656000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,772000.000,812000.000,,683000.000,661000.000,927000.000,924000.000,795000.000,928000.000,736000.000,761000.000,838000.000,840000.000,883000.000,-1692000.000,1080000.000
WeightedAverageNumberOfDilutedSharesOutstanding,11703000.000,12926000.000,,13162000.000,15090000.000,,15176000.000,15172000.000,18384000.000,18877000.000,18865000.000,22677000.000,22836000.000,26217000.000,26399000.000,26284000.000,29808000.000,-52459000.000,30182000.000
WeightedAverageNumberOfSharesOutstandingBasic,11006000.000,12125000.000,,12390000.000,14278000.000,,14493000.000,14511000.000,17457000.000,17953000.000,18070000.000,21749000.000,22100000.000,25456000.000,25561000.000,25444000.000,28925000.000,-50767000.000,29102000.000
