,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
InterestIncomeExpenseNet,-1311000.000,-1694000.000,-1311000.000,-1330000.000,-1353000.000,-1423000.000,-1920000.000,-1358000.000,-655000.000,382000.000
LaborAndRelatedExpense,79877000.000,79958000.000,83215000.000,84872000.000,84899000.000,52047000.000,73122000.000,75628000.000,6637000.000,-127843000.000
LeaseAndRentalExpense,9175000.000,10469000.000,11250000.000,11768000.000,12165000.000,-1360000.000,8599000.000,8916000.000,636000.000,-15552000.000
NetCashProvidedByUsedInFinancingActivities,1499000.000,-758000.000,8506000.000,105000.000,8244000.000,6987000.000,-18882000.000,-1037000.000,-1989000.000,-343000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1499000.000,-758000.000,8506000.000,105000.000,8244000.000,6987000.000,-18882000.000,-1037000.000,-315000.000,-343000.000
NetCashProvidedByUsedInInvestingActivities,-4003000.000,-649000.000,-1241000.000,-4735000.000,-5914000.000,-3447000.000,93314000.000,119000.000,1850000.000,-5639000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4003000.000,-649000.000,-1241000.000,-4735000.000,-5914000.000,-3447000.000,93292000.000,119000.000,360000.000,-5308000.000
NetCashProvidedByUsedInOperatingActivities,2787000.000,199000.000,-6208000.000,3699000.000,-3440000.000,-3437000.000,-20689000.000,11534000.000,-15928000.000,-28639000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4129000.000,263000.000,-6177000.000,3729000.000,-3440000.000,-10310000.000,-21164000.000,11534000.000,2277000.000,4681000.000
NetIncomeLoss,-2297000.000,-3420000.000,-5816000.000,-4163000.000,-10100000.000,-15896000.000,67672000.000,-16973000.000,-72694000.000,-1222000.000
OperatingIncomeLoss,-241000.000,-739000.000,-4168000.000,-2184000.000,-7905000.000,-23595000.000,-15855000.000,-15481000.000,2187000.000,28041000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,65000.000,-112000.000,133000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,-6000.000,1000.000,1000.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,-823000.000,-1114000.000,868000.000,-869000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,,,,,,,1865000.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,48000.000,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,1042000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,65000.000,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,65000.000,-112000.000,133000.000,,,-1114000.000,868000.000,
OtherCostAndExpenseOperating,16145000.000,15933000.000,16932000.000,18107000.000,18211000.000,11102000.000,15633000.000,15806000.000,2052000.000,-19420000.000
PaymentsOfFinancingCosts,,,,,,,514000.000,,,
PaymentsToAcquireProductiveAssets,4268000.000,757000.000,1782000.000,5761000.000,6249000.000,2862000.000,791000.000,1695000.000,118000.000,-1878000.000
ProceedsFromDivestitureOfBusinesses,,,,,,,93739000.000,363000.000,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,93700000.000,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,14058000.000,,,
ProceedsFromRepaymentsOfLinesOfCredit,5438000.000,5079000.000,9540000.000,1440000.000,9731000.000,-10881000.000,-31750000.000,,,
ProceedsFromSaleOfProductiveAssets,,,,,,,97000000.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,265000.000,108000.000,541000.000,1026000.000,335000.000,298000.000,344000.000,1451000.000,78000.000,-1567000.000
ProceedsFromStockOptionsExercised,,3000.000,151000.000,,,,170000.000,,,
RepaymentsOfLongTermCapitalLeaseObligations,939000.000,840000.000,941000.000,846000.000,744000.000,437000.000,402000.000,409000.000,41000.000,-623000.000
RepaymentsOfLongTermDebt,3000000.000,5000000.000,244000.000,489000.000,743000.000,3014000.000,444000.000,628000.000,274000.000,-221000.000
Revenues,208881000.000,206159000.000,207748000.000,213097000.000,206220000.000,75849000.000,161109000.000,165443000.000,49373000.000,-182536000.000
SalesRevenueNet,208881000.000,206159000.000,207748000.000,213097000.000,206220000.000,75849000.000,161109000.000,165443000.000,49373000.000,-182536000.000
ShareBasedCompensation,119000.000,115000.000,127000.000,100000.000,102000.000,102000.000,95000.000,92000.000,42000.000,41000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,151000.000,,,,170000.000,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,-17600000.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,16330041.000,16330171.000,16367109.000,16399241.000,16399241.000,-32774339.000,16401808.000,16432241.000,16432241.000,
WeightedAverageNumberOfSharesOutstandingBasic,16330041.000,16330171.000,16367109.000,16399241.000,16399241.000,-32774339.000,16401808.000,16432241.000,16432241.000,
WriteOffOfDeferredDebtIssuanceCost,,,,,,,400000.000,,,
