,2011-09-30,2011-12-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31
CashPeriodIncreaseDecrease,,,,,-43496.000,,
ComprehensiveIncomeNetOfTax,573172.000,1374237.000,771492.000,1386033.000,392831.000,-75190.000,32106.000
CostOfGoodsSold,2096058.000,2083889.000,1747908.000,1733110.000,379033.000,0.000,0.000
CurrentIncomeTaxExpenseBenefit,,,,,0.000,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,-16804.000,,
DeferredForeignIncomeTaxExpenseBenefit,,,,,42499.000,,
DeferredIncomeTaxExpenseBenefit,,,,,42499.000,,
DepreciationAndAmortization,89601.000,40517.000,91060.000,88229.000,76129.000,75968.000,129541.000
DepreciationDepletionAndAmortization,,,,,152023.000,,
EarningsPerShareBasicAndDiluted,0.030,0.100,0.060,0.090,0.010,-0.010,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,1498.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,,
EffectiveIncomeTaxRateReconciliationTaxSettlements,,,,,0.250,,
GeneralAndAdministrativeExpense,918107.000,216733.000,130122.000,130494.000,153949.000,151150.000,73220.000
GrossProfit,1794994.000,2043643.000,1583082.000,2019873.000,371533.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,-48011.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,169993.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,737202.000,1732942.000,1148286.000,1783624.000,121984.000,-243827.000,-223573.000
IncomeTaxExpenseBenefit,399789.000,468896.000,345894.000,468508.000,42499.000,-44160.000,-43438.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,16804.000,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,-16999.000,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,42694.000,,
IncomeTaxesPaid,,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,,,,-112394.000,,
IncreaseDecreaseInAccountsReceivable,,,,,-703602.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,-587671.000,,
IncreaseDecreaseInInventories,,,,,-366501.000,,
IncreaseDecreaseInPrepaidExpense,,,,,-8534.000,,
InterestExpense,,,-238.000,-551.000,12551.000,14245.000,14315.000
InterestExpenseRelatedParty,14220.000,,,,,,
InterestPaid,,,,,0.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,61960.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,61960.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,-773881.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-773881.000,,
NetCashProvidedByUsedInOperatingActivities,,,,,667197.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,667197.000,,
NetIncomeLoss,337363.000,1264046.000,802392.000,1315116.000,79485.000,-199667.000,-180135.000
NonoperatingIncomeExpense,-14220.000,,238.000,-10022.000,-13117.000,-14815.000,-14976.000
OperatingExpenses,1043622.000,310701.000,435034.000,226227.000,236432.000,229012.000,208597.000
OperatingIncomeLoss,751372.000,1732942.000,1148048.000,1793646.000,135101.000,-229012.000,-208597.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,235809.000,110191.000,-30900.000,70917.000,313346.000,124477.000,212241.000
OtherGeneralExpense,,,,26433.000,24750.000,24916.000,25157.000
OtherNoncashExpense,,,,,12676.000,,
OtherNonoperatingIncomeExpense,,,,15860.000,24184.000,24346.000,24496.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,0.000,,
ProceedsFromRelatedPartyDebt,,,,,61960.000,,
SalesRevenueGoodsNet,3891052.000,4127532.000,3330990.000,3752983.000,750566.000,0.000,0.000
SellingExpense,35914.000,53451.000,213852.000,7504.000,6354.000,1894.000,5836.000
ShareBasedCompensation,,,,,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,13569415.000,14728111.000,14728111.000,14728111.000,14728111.000
