,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AssetImpairmentCharges,,5888.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-32397.000,-6982.000,,86.000,-86.000
DeferredFederalIncomeTaxExpenseBenefit,,25500.000,,6399150.000,6463879.000
EarningsPerShareBasic,,-0.000,-0.000,-0.130,-0.000
EarningsPerShareBasicAndDiluted,0.010,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,-0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,0.340,0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.000,0.000
ExplorationExpense,,8474.000,,,
GeneralAndAdministrativeExpense,30708.000,7459.000,183337.000,18206323.000,1095.000
IncomeTaxExpenseBenefit,,0.000,,,
IncomeTaxExpenseBenefitContinuingOperationsGovernmentGrants,,,,,64730.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-6399150.000,-6463879.000
IncreaseDecreaseInAccountsPayable,-1689.000,79407.000,12555.000,-10543.000,10226.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,180000.000,180000.000,180000.000
NetCashProvidedByUsedInFinancingActivities,,19900.000,4763.000,41147.000,69.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,19900.000,4763.000,41147.000,69.000
NetCashProvidedByUsedInOperatingActivities,-32397.000,-26882.000,-4763.000,-41061.000,-155.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-32397.000,-26882.000,-4763.000,-41061.000,-155.000
NetIncomeLoss,-48708.000,-125677.000,-197318.000,-18410518.000,-190381.000
OperatingExpenses,48708.000,,,18410518.000,190381.000
OperatingIncomeLoss,-16561.000,-119789.000,-197318.000,-18410518.000,-190381.000
OperatingLeasesRentExpenseNet,18000.000,13500.000,,,
ProceedsFromRelatedPartyDebt,,,,,69.000
ProceedsFromRepaymentsOfDebt,,19900.000,4763.000,41147.000,
ProfessionalFees,,15356.000,13981.000,24195.000,9286.000
ProfitLoss,,-125677.000,-197318.000,,
ShareBasedCompensation,,,,18200000.000,
StockIssuedDuringPeriodValueIssuedForServices,,,,18200000.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,-64730.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,142265753.000,148000000.000
