,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,61235.000,,,,,
CashPeriodIncreaseDecrease,-146845.000,-27166.000,1519.000,-1556.000,-10173.000,2058.000
CostOfGoodsSold,1033990.000,,,,,
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.000,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,227286.000,,-71419.000,,,75739.000
GrossProfit,82890.000,,,,,
IncomeTaxesPaid,,,,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,,19349.000,,17963.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,25852.000,,11510.000,,32297.000,28326.000
IncreaseDecreaseInDeposits,269128.000,,,0.000,,
IncreaseDecreaseInNotesPayableRelatedParties,33000.000,340000.000,,,,
InterestExpense,15772.000,,-18572.000,22709.000,26554.000,30529.000
InterestPaid,,,,0.000,0.000,0.000
InvestmentIncomeInterest,9.000,,,,,
NetCashProvidedByUsedInFinancingActivities,-319666.000,40000.000,80000.000,80000.000,70000.000,80000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-319666.000,40000.000,80000.000,80000.000,70000.000,80000.000
NetCashProvidedByUsedInInvestingActivities,5000.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,5000.000,,,,,
NetCashProvidedByUsedInOperatingActivities,167821.000,-67166.000,-78481.000,-81556.000,-80173.000,-77942.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,167821.000,-67166.000,-78481.000,-81556.000,-80173.000,-77942.000
NetIncomeLoss,-160159.000,-86515.000,-89991.000,-99519.000,-112470.000,-106268.000
NonoperatingIncomeExpense,-15763.000,,18572.000,,,
OperatingExpenses,,86515.000,,76810.000,85916.000,75739.000
OperatingIncomeLoss,-144396.000,-86515.000,71419.000,-76810.000,-85916.000,-75739.000
OtherGeneralAndAdministrativeExpense,71456.000,,-71419.000,,,
OtherNonoperatingIncomeExpense,,,,,,-30529.000
ProceedsFromCollectionOfLoansReceivable,-319666.000,,,,,
ProceedsFromLoans,,40000.000,,,,
ProceedsFromNotesPayable,,,80000.000,,,
ProceedsFromRelatedPartyDebt,,,,80000.000,70000.000,80000.000
ProfessionalFees,28237.000,,,,,
SalesRevenueGoodsNet,1116880.000,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,0.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,85970665.000,85970665.000,85970665.000,85970665.000,85970665.000
