,2011-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,0.000
Assets,6412354.000
AssetsCurrent,6412354.000
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesCurrent,0.000
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesNoncurrent,0.000
CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesCurrent,192134.000
Cash,2337549.000
GeneralPartnersCapitalAccount,13117.000
LimitedPartnersCapitalAccount,6399237.000
PartnersCapital,6412354.000
PropertyPlantAndEquipmentGross,0.000
PropertyPlantAndEquipmentNet,0.000
