,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-12-31
AccountsPayableCurrent,15501000.000,12974000.000,10377000.000,7743000.000,11313000.000,18420000.000,24749000.000,18314000.000,17079000.000,22561000.000,19664000.000,,,,18856000.000,16861000.000
AccountsReceivableNetCurrent,52684000.000,49472000.000,52573000.000,47893000.000,38030000.000,62747000.000,90573000.000,78504000.000,58838000.000,79037000.000,93484000.000,,,,115351000.000,93077000.000
AccruedIncomeTaxesCurrent,,,,,,,1673000.000,1683000.000,1922000.000,3066000.000,1524000.000,,,,614000.000,1486000.000
AccruedIncomeTaxesNoncurrent,,,,,,,4180000.000,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,1101000.000,1410000.000,1038000.000,798000.000,1036000.000,,,,317000.000,992000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,18344000.000,,,,22153000.000,,,,23967000.000,28463000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3443000.000,2087000.000,508000.000,1599000.000,-103000.000,831000.000,1812000.000,1006000.000,1831000.000,2661000.000,3473000.000,,,,-2252000.000,-7618000.000
AdditionalPaidInCapitalCommonStock,64733000.000,66650000.000,69495000.000,68198000.000,70414000.000,70334000.000,66660000.000,66783000.000,67631000.000,68544000.000,69049000.000,,,,71528000.000,74841000.000
AllowanceForDoubtfulAccountsReceivableCurrent,455000.000,1302000.000,1135000.000,1208000.000,1094000.000,1015000.000,990000.000,1081000.000,1022000.000,746000.000,557000.000,,,,787000.000,1971000.000
AmountOfDeferredCostsRelatedToLongTermContracts,,,,,,,,,,,57213000.000,,,,346486000.000,462886000.000
Assets,300570000.000,318481000.000,316150000.000,315315000.000,314606000.000,333249000.000,344818000.000,334376000.000,349840000.000,382729000.000,367398000.000,,,,394547000.000,301030000.000
AssetsCurrent,176995000.000,208815000.000,200542000.000,198669000.000,196723000.000,175397000.000,190102000.000,178743000.000,167284000.000,185241000.000,167342000.000,,,,202315000.000,172035000.000
BillingsInExcessOfCostCurrent,16916000.000,16279000.000,12859000.000,9018000.000,11505000.000,11935000.000,16205000.000,11067000.000,10037000.000,11506000.000,12757000.000,,,,14459000.000,10098000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,1.000,,,,1.000,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,25470000.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,,53468000.000,53300000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,44640000.000,44547000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,,10954000.000,10950000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,,,8828000.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,15492000.000,15328000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,9100000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,,8753000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,,1552000.000,1552000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,44182000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,8949000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,,,,,,,,,7439000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,18600000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,2357000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,33298000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,1088000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,867000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,53636000.000,88213000.000,99491000.000,95388000.000,,,10500000.000,,,,,,,,,
