,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,,,,,,,,,,,,,,,,,,,,,,,,,75000000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,15000000.000,,,,33000000.000,,,,21000000.000,,,,21000000.000,,,,4000000.000,,,,32000000.000,
AmortizationOfIntangibleAssets,7000000.000,7000000.000,7000000.000,7000000.000,7000000.000,8000000.000,8000000.000,7000000.000,9000000.000,5000000.000,5000000.000,6000000.000,6000000.000,5000000.000,6000000.000,16000000.000,19000000.000,18000000.000,18000000.000,19000000.000,18000000.000,18000000.000,18000000.000,17000000.000,17000000.000,17000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2200000.000,3.400,2500000.000,-2600003.400,2900000.000,2900000.000,2700000.000,-6100000.000,300000.000,300000.000,0.000,-600000.000,0.000,400000.000,200000.000,-400000.000,100000.000,300000.000,300000.000,-500000.000,400000.000,300000.000,300000.000,-700000.000,500000.000,500000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-342000000.000,,,,-526000000.000,,,,-418000000.000,,,,292000000.000,,,,-322000000.000,,,,-73000000.000,,,,-134000000.000,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,5000000.000,,,,0.000,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.430,0.500,0.500,0.500,0.500,0.500,0.500,0.500,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,0.500,0.625,0.625,,0.625,0.750,0.750,,0.750,0.900,0.900,,0.900,1.000,1.000,,1.000,1.100
ComprehensiveIncomeNetOfTax,268000000.000,-54000000.000,-126000000.000,,187000000.000,-132000000.000,132000000.000,-91000000.000,,,,,202000000.000,,,,-17000000.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,2000000.000,8000000.000,-3000000.000,,7000000.000,5000000.000,3000000.000,5000000.000,,,,,4000000.000,,,,4000000.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,270000000.000,-46000000.000,-129000000.000,-25000000.000,194000000.000,-127000000.000,135000000.000,-86000000.000,226000000.000,115000000.000,271000000.000,467000000.000,206000000.000,184000000.000,39000000.000,-283000000.000,-13000000.000,222000000.000,45000000.000,67000000.000,312000000.000,299000000.000,289000000.000,-40000000.000,238000000.000,170000000.000
CostOfGoodsSold,3778000000.000,4061000000.000,4052000000.000,4198000000.000,3698000000.000,3782000000.000,3791000000.000,3979000000.000,3522000000.000,3931000000.000,3837000000.000,4181000000.000,3608000000.000,3895000000.000,3997000000.000,4977000000.000,3993000000.000,4303000000.000,4347000000.000,4558000000.000,3795000000.000,4230000000.000,4310000000.000,4701000000.000,3960000000.000,4471000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,,,,,,,,,,,,47000000.000,,16000000.000,,0.000,,,,,
DepreciationAndAmortization,141000000.000,,,,151000000.000,,,,129000000.000,,,,127000000.000,,,,161000000.000,,,,168000000.000,,,,163000000.000,
DepreciationDepletionAndAmortization,,145000000.000,136000000.000,,151000000.000,146000000.000,128000000.000,126000000.000,129000000.000,126000000.000,142000000.000,143000000.000,127000000.000,134000000.000,136000000.000,163000000.000,161000000.000,,,,,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,42000000.000,17000000.000,,-3000000.000,-8000000.000,-8000000.000,-6000000.000,-2000000.000,-6000000.000,-2000000.000,-1000000.000,-1000000.000,1000000.000,4000000.000,7000000.000,-1000000.000,3000000.000,2000000.000,-6000000.000,-7000000.000,-5000000.000,-7000000.000,54000000.000,5000000.000,-29000000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,0.000,1000000.000,,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,-17000000.000,-34000000.000,,19000000.000,-44000000.000,13000000.000,-5000000.000,-3000000.000,-25000000.000,9000000.000,10000000.000,0.000,10000000.000,15000000.000,-15000000.000,15000000.000,-37000000.000,-8000000.000,5000000.000,-4000000.000,19000000.000,7000000.000,86000000.000,5000000.000,-88000000.000
DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,80000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,17000000.000,,-46000000.000,,,,,,,,,,,,,,,,,,,,,,,
DerivativeNetHedgeIneffectivenessGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,0.000,
DividendsCommonStockCash,33000000.000,,,,42000000.000,,,,41000000.000,,,,48000000.000,,,,60000000.000,,,,69000000.000,,,,73000000.000,
EarningsPerShareBasic,2.210,-2.100,2.310,2.650,1.190,1.450,0.950,1.550,3.180,2.480,2.460,2.300,2.060,2.290,2.920,1.030,2.420,2.240,2.980,2.310,1.940,4.200,3.140,2.390,2.050,2.550
EarningsPerShareDiluted,2.170,-2.100,2.270,2.650,1.170,1.430,0.940,1.520,3.120,2.440,2.420,2.260,2.020,2.250,2.880,1.020,2.380,2.210,2.950,2.290,1.920,4.150,3.100,2.330,2.010,2.520
EffectOfExchangeRateOnCashAndCashEquivalents,30000000.000,,,,23000000.000,,,,-2000000.000,,,,-1000000.000,,,,-43000000.000,,,,11000000.000,,,,25000000.000,
EffectiveIncomeTaxRateContinuingOperations,0.155,-0.560,-2.110,,,,,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,0.350,,,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,-0.070,-0.480,,,,,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.070,0.120,,,,,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment,,-0.210,-2.100,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,17000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,623000000.000,669000000.000,573000000.000,712000000.000,651000000.000,729000000.000,704000000.000,809000000.000,726000000.000,817000000.000,846000000.000,909000000.000,755000000.000,787000000.000,827000000.000,1026000000.000,853000000.000,905000000.000,930000000.000,1002000000.000,821000000.000,968000000.000,938000000.000,955000000.000,826000000.000,876000000.000
ImpairmentOfInvestments,,,,,,7000000.000,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,190000000.000,245000000.000,254000000.000,228000000.000,214000000.000,235000000.000,261000000.000,171000000.000,207000000.000,275000000.000,267000000.000,282000000.000,215000000.000,286000000.000,305000000.000,308000000.000,198000000.000,212000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,155000000.000,-370000000.000,58000000.000,129000000.000,133000000.000,124000000.000,127000000.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,-1000000.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxCreditsAndAdjustments,,-79000000.000,-122000000.000,,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,-24000000.000,-206000000.000,-123000000.000,-83000000.000,36000000.000,4000000.000,47000000.000,46000000.000,-67000000.000,39000000.000,55000000.000,41000000.000,50000000.000,50000000.000,26000000.000,63000000.000,9000000.000,90000000.000,17000000.000,93000000.000,59000000.000,-56000000.000,61000000.000,122000000.000,40000000.000,33000000.000
