,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,93507000.000,
AdjustmentsToAdditionalPaidInCapitalOther,1185000.000,285000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,963000.000,1289000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,-39000.000,-18000.000
AllocatedShareBasedCompensationExpense,,963000.000,1289000.000
AmortizationOfDebtDiscountPremium,,563000.000,750000.000
AmortizationOfFinancingCosts,,2351000.000,2664000.000
AmortizationOfIntangibleAssets,6296000.000,6431000.000,6805000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1543000.000,11523000.000,-1769000.000
ComprehensiveIncomeNetOfTax,,22163000.000,20221000.000
CostOfGoodsSold,329629000.000,316234000.000,301689000.000
CurrentFederalTaxExpenseBenefit,,0.000,1376000.000
CurrentForeignTaxExpenseBenefit,,5116000.000,2912000.000
CurrentIncomeTaxExpenseBenefit,,5490000.000,4796000.000
CurrentStateAndLocalTaxExpenseBenefit,,374000.000,508000.000
DeferredIncomeTaxExpenseBenefit,522000.000,2596000.000,-1880000.000
DeferredIncomeTaxesAndTaxCredits,,1787000.000,-1382000.000
Depreciation,,11858000.000,12280000.000
DepreciationAndAmortization,22519000.000,20640000.000,21749000.000
EffectOfExchangeRateOnCashAndCashEquivalents,-243000.000,311000.000,-1250000.000
EmployeeBenefitsAndShareBasedCompensation,570000.000,,
FinitelivedIntangibleAssetsAcquired1,,,21576000.000
GainLossOnDispositionOfAssets1,,,908000.000
GainsLossesOnExtinguishmentOfDebt,,0.000,-2463000.000
GoodwillAcquiredDuringPeriod,,3211000.000,15037000.000
GoodwillTranslationAdjustments,,1483000.000,-6417000.000
GrossProfit,157799000.000,179896000.000,185107000.000
IncomeLossFromContinuingOperations,6741000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,11938000.000,15209000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,14567000.000,29711000.000,25243000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,17773000.000,10034000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,29711000.000,25243000.000
IncomeLossFromEquityMethodInvestments,,0.000,0.000
IncomeTaxExpenseBenefit,7826000.000,8086000.000,2916000.000
IncomeTaxExpenseBenefitContinuingOperations,,8086000.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-6250000.000,-4994000.000
IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,2885000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-704000.000,-836000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,10399000.000,8835000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,71000.000,-175000.000
IncomeTaxReconciliationRepatriationOfForeignEarnings,,2957000.000,6575000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,456000.000,261000.000
IncomeTaxReconciliationTaxCreditsForeign,,,4102000.000
IncomeTaxesPaid,,8975000.000,4107000.000
IncomeTaxesPaidNet,8329000.000,8975000.000,4107000.000
IncreaseDecreaseInAccountsPayable,2929000.000,-404000.000,-1485000.000
IncreaseDecreaseInAccountsReceivable,-5977000.000,-4463000.000,3789000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-2644000.000,1172000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-8103000.000,,
IncreaseDecreaseInAccruedLiabilities,,-9445000.000,-3060000.000
IncreaseDecreaseInAccruedTaxesPayable,-1010000.000,,
IncreaseDecreaseInInterestPayableNet,,293000.000,-90000.000
IncreaseDecreaseInInventories,-10942000.000,3633000.000,-6220000.000
IncreaseDecreaseInOtherAccruedLiabilities,-1129000.000,,
IncreaseDecreaseInPrepaidExpense,-895000.000,49000.000,-753000.000
InterestExpense,24535000.000,32136000.000,33621000.000
InterestPaid,33980000.000,31230000.000,33151000.000
LeaseAndRentalExpense,,10344000.000,8985000.000
NetCashProvidedByUsedInFinancingActivities,7332000.000,-5229000.000,-12846000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7332000.000,-5229000.000,-12846000.000
NetCashProvidedByUsedInInvestingActivities,-15723000.000,-16704000.000,-34454000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-15723000.000,-16704000.000,-34454000.000
NetCashProvidedByUsedInOperatingActivities,7091000.000,33145000.000,46781000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1543000.000,33145000.000,46781000.000
NetIncomeLoss,6741000.000,21625000.000,22327000.000
OperatingIncomeLoss,40813000.000,64198000.000,63991000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,146000.000,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,-4483000.000,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,-1068000.000,3354000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-1385000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,2280000.000,-7578000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,1397000.000,-4646000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,1742000.000,-5472000.000
PaymentsForProceedsFromOtherInvestingActivities,899000.000,655000.000,481000.000
PaymentsForRepurchaseOfCommonStock,,0.000,
PaymentsOfDebtIssuanceCosts,,4421000.000,155000.000
PaymentsOfDividendsCommonStock,,93507000.000,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,3498000.000,34737000.000
PaymentsToAcquirePropertyPlantAndEquipment,14824000.000,12551000.000,9123000.000
ProceedsFromIssuanceOfCommonStock,,0.000,
ProceedsFromIssuanceOfSeniorLongTermDebt,,100000000.000,
ProceedsFromLinesOfCredit,,0.000,
ProceedsFromPaymentsForOtherFinancingActivities,1185000.000,246000.000,425000.000
ProceedsFromRepaymentsOfLinesOfCredit,,,22336000.000
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,0.000,
ProceedsFromRepaymentsOfOtherDebt,,0.000,
ProceedsFromRepaymentsOfSecuredDebt,,,-33000000.000
ProceedsFromSaleOfProductiveAssets,,,9887000.000
ProfitLoss,6741000.000,,
RepaymentsOfOtherLongTermDebt,1443000.000,2347000.000,1462000.000
ResearchAndDevelopmentExpense,,4600000.000,4500000.000
RestructuringAndRelatedCostCostIncurredToDate,,7881000.000,8238000.000
RestructuringAndRelatedCostExpectedCost,,7881000.000,8300000.000
RestructuringAndRelatedCostIncurredCost,,2477000.000,357000.000
RestructuringCharges,5404000.000,2477000.000,6263000.000
RestructuringCostsAndAssetImpairmentCharges,1866000.000,-1014000.000,772000.000
Revenues,487428000.000,496130000.000,486796000.000
RevenuesFromExternalCustomers,,496130000.000,
SalesRevenueNet,487428000.000,496130000.000,486796000.000
SellingGeneralAndAdministrativeExpense,105286000.000,106790000.000,108048000.000
ShareBasedCompensation,570000.000,963000.000,1289000.000
StandardProductWarrantyAccrualPayments,,4118000.000,3966000.000
StandardProductWarrantyAccrualWarrantiesIssued,,4018000.000,4058000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,272000.000,255000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,150000.000,154000.000
