,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,5945000.000
AccountsPayableCurrentAndNoncurrent,3743000.000
AccruedLiabilitiesCurrentAndNoncurrent,1403000.000
BelowMarketLeaseNet,58268000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,540793000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,192396000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,227415000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,132775000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,214448000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,285793000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,255000000.000
CommonStockSharesOutstanding,18190000.000
DebtInstrumentCarryingAmount,227000000.000
DebtInstrumentUnamortizedPremium,406000.000
DebtIssuanceCostsLineOfCreditArrangementsNet,2840000.000
DeferredCostsAndOtherAssets,3974000.000
DeferredCostsLeasingNet,0.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,2639000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFive,5278000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,5278000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,5278000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,5278000.000
FiniteLivedIntangibleAssetsNet,131696000.000
InvestmentBuildingAndBuildingImprovements,192396000.000
LandAndLandImprovements,214448000.000
LongTermDebt,227406000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,19494000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,19426000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,19366000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,19311000.000
OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,9634000.000
OtherAssets,1134000.000
OtherLiabilities,799000.000
RealEstateInvestmentPropertyAccumulatedDepreciation,1251000.000
RealEstateInvestmentPropertyNet,405593000.000
