,2011-06-30,2011-09-30
AccountsPayableCurrentAndNoncurrent,,4500.000
Assets,92970.000,87351.000
CashAndCashEquivalentsAtCarryingValue,92970.000,87351.000
DueToAffiliateCurrentAndNoncurrent,6461406.000,6472207.000
GeneralPartnersCapitalAccount,-285706.000,-285915.000
Liabilities,6461406.000,6476707.000
LiabilitiesAndStockholdersEquity,92970.000,87351.000
LimitedPartnersCapitalAccount,-6082730.000,-6103441.000
LimitedPartnersCapitalAccountUnitsIssued,26501.000,26501.000
LimitedPartnersCapitalAccountUnitsOutstanding,26486.000,26486.000
PartnersCapital,-6368436.000,-6389356.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-6368436.000,-6389356.000
