,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,,90000000.000,88000000.000,83000000.000,84000000.000,91000000.000
AffiliateCosts,,619000000.000,695000000.000,,,
AllowanceForDoubtfulAccountsReceivableChargeOffs,,70000000.000,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,68000000.000,,69000000.000,74000000.000
AmortizationOfDebtDiscountPremium,,-65000000.000,-52000000.000,-39000000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,-18000000.000,-12000000.000
AmortizationOfIntangibleAssets,,1114000000.000,1029000000.000,957000000.000,871000000.000,767000000.000
CapitalExpendituresIncurredButNotYetPaid,,,11000000.000,44000000.000,29000000.000,53000000.000
CapitalLeasesIncomeStatementAmortizationExpense,,50000000.000,42000000.000,32000000.000,19000000.000,5000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-8000000.000,-3000000.000,2000000.000
ComprehensiveIncomeNetOfTax,,849000000.000,964000000.000,,,
CostOfGoodsAndServicesSold,,2868000000.000,2790000000.000,2879000000.000,2872000000.000,2934000000.000
CostsAndExpensesRelatedParty,,,,756000000.000,960000000.000,941000000.000
CurrentFederalTaxExpenseBenefit,,638000000.000,,,734000000.000,686000000.000
CurrentIncomeTaxExpenseBenefit,,743000000.000,754000000.000,867000000.000,848000000.000,801000000.000
CurrentStateAndLocalTaxExpenseBenefit,,105000000.000,101000000.000,129000000.000,114000000.000,115000000.000
DeferredFederalIncomeTaxExpenseBenefit,,-175000000.000,,,-170000000.000,-103000000.000
DeferredIncomeTaxExpenseBenefit,,-201000000.000,-152000000.000,-228000000.000,-189000000.000,-123000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-26000000.000,-27000000.000,-19000000.000,-19000000.000,-20000000.000
Depreciation,,1176000000.000,1099000000.000,1048000000.000,986000000.000,924000000.000
DepreciationAndAmortization,,2290000000.000,2128000000.000,2005000000.000,1857000000.000,1691000000.000
DepreciationDepletionAndAmortization,,,2128000000.000,2005000000.000,1857000000.000,1691000000.000
DividendsCommonStock,,840000000.000,1325000000.000,1400000000.000,,
DividendsCommonStockCash,,,,,1350000000.000,1300000000.000
EarlyRepaymentOfSubordinatedDebt,,178000000.000,,,,
EffectiveIncomeTaxRateContinuingOperations,,0.390,0.384,0.397,0.380,0.385
