,2011-11-30
EarningsPerShareBasicAndDiluted,-0.030
GainLossOnDerivativeInstrumentsNetPretax,-129638.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,984523.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,3079347.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.020
InterestExpense,-587684.000
NetIncomeLoss,4058394.000
NetIncomeLossAttributableToNoncontrollingInterest,5476.000
NonoperatingIncomeExpense,458046.000
OperatingIncomeLoss,526477.000
ProfessionalFees,-225429.000
ProfitLoss,4063870.000
SellingGeneralAndAdministrativeExpense,-301048.000
