,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,4213000.000,,,,2196000.000,,,,3277000.000,,,,,
AccountsPayableCurrent,8895000.000,7798000.000,8575000.000,7461000.000,7159000.000,6564000.000,6569000.000,8371000.000,9004000.000,11244000.000,8913000.000,10618000.000,7494000.000,3856000.000,6750000.000,7200000.000,4059000.000,4747000.000,5231000.000,5327000.000,5550000.000
AccountsReceivableNetCurrent,27494000.000,34130000.000,27044000.000,25439000.000,26471000.000,27696000.000,40152000.000,28477000.000,25269000.000,21019000.000,22591000.000,34317000.000,30242000.000,29419000.000,26780000.000,22124000.000,25208000.000,20873000.000,13723000.000,19086000.000,21837000.000
AccruedBonusesCurrent,,,,,,,,4633000.000,,,,6360000.000,,,,3849000.000,,,,1859000.000,
AccruedIncomeTaxesCurrent,2489000.000,419000.000,1884000.000,,,991000.000,879000.000,2094000.000,2938000.000,,,2338000.000,266000.000,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,375000.000,,,,361000.000,,,,433000.000,,,,753000.000,
AccruedSalesCommissionCurrent,,,,,,,,2010000.000,,,,1831000.000,,,,290000.000,,,,219000.000,
AccruedVacationCurrent,,,,,,,,1739000.000,,,,1885000.000,,,,1775000.000,,,,1496000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,43480000.000,,,,48761000.000,,,,40958000.000,,,,44191000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1000.000,-29000.000,7000.000,16000.000,-19000.000,20000.000,-7000.000,-4000.000,-30000.000,29000.000,20000.000,13000.000,-1000.000,-16000.000,-32000.000,-11000.000,-10000.000,-7000.000,-7000.000,,
AdditionalPaidInCapitalCommonStock,113731000.000,98460000.000,94300000.000,95971000.000,77005000.000,61609000.000,52145000.000,41458000.000,31013000.000,31397000.000,33551000.000,35236000.000,36116000.000,37854000.000,20113000.000,3334000.000,1429000.000,2126000.000,2930000.000,1772000.000,2104000.000
AllowanceForDoubtfulAccountsReceivableCurrent,308000.000,329000.000,353000.000,255000.000,376000.000,402000.000,448000.000,351000.000,420000.000,319000.000,285000.000,323000.000,331000.000,343000.000,361000.000,333000.000,363000.000,250000.000,283000.000,797000.000,824000.000
Assets,346675000.000,331308000.000,329472000.000,324865000.000,304411000.000,292629000.000,292772000.000,281449000.000,273684000.000,279073000.000,274522000.000,265511000.000,257203000.000,244153000.000,222792000.000,193108000.000,181103000.000,180173000.000,178057000.000,171229000.000,168537000.000
AssetsCurrent,319475000.000,304029000.000,304269000.000,297449000.000,279492000.000,266141000.000,267470000.000,254969000.000,247629000.000,254292000.000,251466000.000,245372000.000,238097000.000,225260000.000,205403000.000,177703000.000,166750000.000,166572000.000,163800000.000,155911000.000,152528000.000
CapitalLeaseObligationsCurrent,1325000.000,1330000.000,1335000.000,1351000.000,1388000.000,1426000.000,1463000.000,1489000.000,1495000.000,1500000.000,1505000.000,1511000.000,1516000.000,1521000.000,832000.000,,,,,,
CapitalLeaseObligationsNoncurrent,5421000.000,5087000.000,4751000.000,4403000.000,4033000.000,3661000.000,3288000.000,2914000.000,2539000.000,2161000.000,1783000.000,1404000.000,1023000.000,640000.000,186000.000,,,,,,
