,2011-06-30,2011-09-30,2013-03-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
NetIncomeLoss,40219000.000,35425000.000,42000000.000,-35000000.000,16000000.000,23000000.000,-7000000.000,31000000.000,-6000000.000,76000000.000,24000000.000,36000000.000,15000000.000,13000000.000,-710000000.000,14000000.000
NetIncomeLossAllocatedToLimitedPartners,,,,-41000000.000,16000000.000,23000000.000,-7000000.000,31000000.000,-6000000.000,76000000.000,24000000.000,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,,,,6000000.000,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,
NonoperatingIncomeExpense,-24750000.000,-24696000.000,,-19000000.000,-4000000.000,0.000,,-10000000.000,-12000000.000,22000000.000,4000000.000,4000000.000,-6000000.000,-3000000.000,-17000000.000,
OperatingCostsAndExpenses,,,,57000000.000,60000000.000,67000000.000,,65000000.000,61000000.000,56000000.000,34000000.000,50000000.000,52000000.000,53000000.000,54000000.000,51000000.000
OperatingIncomeLoss,87705000.000,82024000.000,,90000000.000,34000000.000,31000000.000,38000000.000,53000000.000,31000000.000,26000000.000,43000000.000,48000000.000,30000000.000,23000000.000,-738000000.000,35000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,-1000000.000,0.000,0.000,,0.000,0.000,0.000,2000000.000,,0.000,0.000,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,0.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,-1000000.000,0.000,0.000,,0.000,0.000,0.000,2000000.000,,,,,
OtherCostAndExpenseOperating,48289000.000,57006000.000,,,,,,,,,,,,,,
OtherNoncashIncomeExpense,,,,1000000.000,,,,-4000000.000,,,,2000000.000,,,,-2000000.000
OtherNonoperatingIncomeExpense,86000.000,71000.000,,2000000.000,2000000.000,1000000.000,,-1000000.000,5000000.000,1000000.000,0.000,1000000.000,-1000000.000,0.000,0.000,-1000000.000
OtherSalesRevenueNet,2410000.000,2896000.000,,8000000.000,6000000.000,7000000.000,,6000000.000,5000000.000,5000000.000,4000000.000,5000000.000,4000000.000,5000000.000,4000000.000,5000000.000
PartnersCapitalAccountDistributions,,,,65000000.000,,,,,,,,,,,,
PartnersCapitalAccountUnitBasedCompensation,,,,,,,,,,,,,,,,1000000.000
PaymentsForProceedsFromOtherInvestingActivities,,,,22000000.000,,,,0.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,12000000.000,,,,29000000.000,,,,2000000.000,,,,30000000.000
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,,,,,,,,14000000.000,,,,0.000,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,0.000,,,,,,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,0.000,,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,0.000,,,,,,,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,,,,12000000.000,4000000.000,,4000000.000,3000000.000,4000000.000,,2000000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,12000000.000,12000000.000,13000000.000,,12000000.000,,8000000.000,,7000000.000,7000000.000,6000000.000,,6000000.000
RepaymentOfNotesReceivableFromRelatedParties,,,,,,,,0.000,,,,2000000.000,,,,0.000
RevenueFromRelatedParties,,,,20000000.000,4000000.000,4000000.000,,5000000.000,4000000.000,4000000.000,,5000000.000,4000000.000,4000000.000,,4000000.000
Revenues,189760000.000,192699000.000,,178000000.000,128000000.000,132000000.000,143000000.000,155000000.000,128000000.000,126000000.000,139000000.000,141000000.000,124000000.000,120000000.000,129000000.000,128000000.000
SalesRevenueNet,189760000.000,192699000.000,,178000000.000,128000000.000,132000000.000,143000000.000,155000000.000,128000000.000,126000000.000,139000000.000,141000000.000,124000000.000,120000000.000,129000000.000,128000000.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,,12000000.000,,10000000.000,8000000.000,11000000.000,,10000000.000
ShareBasedCompensation,,,,1000000.000,,,,2000000.000,,,,,,,,
StockholdersEquityOther,,,-1000000.000,,,,,1000000.000,,,,,,,,
TaxesExcludingIncomeAndExciseTaxes,8434000.000,8653000.000,,,,,,,,,,,,,,
UnrealizedGainLossOnDerivatives,,,,-3000000.000,,,,0.000,,,,,,,,
