,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,-300000.000,,,,-100000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,12200000.000,,,,16900000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5400000.000,2500000.000,1900000.000,-8200000.000,600000.000,700000.000
BusinessCombinationAcquisitionRelatedCosts,3500000.000,,,,1600000.000,
BusinessCombinationIntegrationRelatedCosts,12300000.000,,,,12700000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,8600000.000,,,,,
CashFlowsBetweenTransfereeAndTransferorProceedsFromCollectionsReinvestedInRevolvingPeriodTransfers,332700000.000,,,,342300000.000,
CommonStockDividendsPerShareCashPaid,0.375,0.375,0.375,0.375,0.400,0.400
ComprehensiveIncomeNetOfTax,-500800000.000,207200000.000,150200000.000,-107000000.000,-34800000.000,243600000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1700000.000,3100000.000,1500000.000,-600000.000,-2900000.000,-4600000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-499100000.000,210300000.000,151700000.000,-107600000.000,-37700000.000,239000000.000
CostOfGoodsSold,2979500000.000,2975800000.000,2869200000.000,2588700000.000,2855900000.000,2980900000.000
DeferredIncomeTaxExpenseBenefit,-20500000.000,,,,-18800000.000,
DepreciationDepletionAndAmortization,294300000.000,,,,275200000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,-0.230,,0.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,-0.230,,0.000,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,-46200000.000,,0.000,0.000
DividendsCommonStockCash,97100000.000,,,,101400000.000,
EarningsPerShareBasic,-1.760,0.220,0.370,-0.390,0.320,0.410
EarningsPerShareDiluted,-1.760,0.220,0.360,-0.360,0.320,0.400
EffectOfExchangeRateOnCashAndCashEquivalents,-1200000.000,,,,-13900000.000,
EffectiveIncomeTaxRateContinuingOperations,-0.062,0.403,0.395,,0.044,0.307
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,700000.000,
GainLossOnSaleOfPropertyPlantEquipment,500000.000,,,,400000.000,
GainsLossesOnExtinguishmentOfDebt,,,,,,-100000.000
GoodwillImpairmentLoss,478300000.000,0.000,,,,
GrossProfit,701200000.000,720800000.000,727300000.000,609300000.000,591300000.000,675400000.000
IncomeLossFromContinuingOperations,,,152000000.000,,80900000.000,103100000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,400000.000,,-2400000.000,-4900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-425500000.000,100200000.000,252100000.000,317800000.000,82100000.000,141800000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,152400000.000,,78500000.000,98200000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,0.600,,0.320,0.410
IncomeLossFromContinuingOperationsPerDilutedShare,,,0.590,,0.320,0.400
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-58700000.000,,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,-1000000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,-59700000.000,,0.000,0.000
IncomeLossFromEquityMethodInvestments,1300000.000,-300000.000,5800000.000,2900000.000,13700000.000,6500000.000
IncomeTaxExpenseBenefit,26200000.000,40400000.000,99700000.000,-76500000.000,3600000.000,43600000.000
IncomeTaxesPaidNet,23400000.000,,,,23500000.000,
IncreaseDecreaseInAccountsPayable,-49000000.000,,,,166500000.000,
IncreaseDecreaseInAccountsReceivable,-228600000.000,,,,-53800000.000,
IncreaseDecreaseInAccruedLiabilities,-49600000.000,,,,-37900000.000,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,30500000.000,,,,-2900000.000,
IncreaseDecreaseInInventories,59500000.000,,,,45300000.000,
IncreaseDecreaseInOtherOperatingAssets,-16000000.000,,,,16000000.000,
InterestExpense,65200000.000,62900000.000,64000000.000,64600000.000,65100000.000,65800000.000
InterestPaidNet,19200000.000,,,,20500000.000,
NetCashProvidedByUsedInFinancingActivities,-9800000.000,,,,-190600000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-9800000.000,,,,-190600000.000,
NetCashProvidedByUsedInInvestingActivities,-503400000.000,,,,-160500000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-503400000.000,,,,-160500000.000,
NetCashProvidedByUsedInOperatingActivities,523000000.000,,,,517400000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,523000000.000,,,,517400000.000,
NetIncomeLoss,-453500000.000,56900000.000,92300000.000,-92000000.000,80900000.000,103100000.000
NetIncomeLossAttributableToNoncontrollingInterest,1800000.000,2900000.000,1400000.000,300000.000,-2400000.000,-4900000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-453500000.000,,92300000.000,,80900000.000,103100000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-453500000.000,,92300000.000,,80900000.000,103100000.000
NoncontrollingInterestIncreaseFromBusinessCombination,10900000.000,,,,,
NonoperatingIncomeExpense,14500000.000,6600000.000,20900000.000,16600000.000,12100000.000,14200000.000
OperatingIncomeLoss,-376100000.000,156800000.000,289400000.000,360200000.000,121400000.000,187000000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,0.000,0.000,0.000,-1400000.000,,900000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,0.000,1400000.000,0.000,-226000000.000,-10200000.000,30700000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-49700000.000,147400000.000,35600000.000,-23500000.000,-110700000.000,89300000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,300000.000,300000.000,200000.000,300000.000,200000.000,-500000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,-49500000.000,,,,-120200000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,-20200000.000,,,
OtherComprehensiveIncomeLossNetOfTax,-47400000.000,150500000.000,58000000.000,-15900000.000,-116200000.000,140800000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-47300000.000,,,,-115700000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,-300000.000,-300000.000,-400000.000,-200000.000,0.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,-1700000.000,-1700000.000,-1500000.000,-231600000.000,-4400000.000,-22400000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,-600000.000,100000.000,,100000.000,-200000.000
OtherRestructuringCosts,100000.000,,,,17500000.000,
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,0.000,,,,,
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossDiluted,0.000,,,,,
PaymentsForRepurchaseOfCommonStock,94300000.000,,,,68000000.000,
PaymentsOfDebtIssuanceCosts,0.000,,,,,
PaymentsOfDividendsCommonStock,96400000.000,,,,100400000.000,
PaymentsOfDividendsMinorityInterest,2800000.000,,,,21000000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,281700000.000,,,,-3500000.000,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,100000.000,,,,1400000.000,
PaymentsToAcquireProductiveAssets,203800000.000,,,,176100000.000,
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,10200000.000,,,,0.000,
ProceedsFromLinesOfCredit,121900000.000,,,,,
ProceedsFromOtherDebt,277200000.000,,,,600000.000,
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,-400000.000,,,,-10600000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,8400000.000,,,,4700000.000,
ProfitLoss,-451700000.000,59800000.000,93700000.000,-91700000.000,78500000.000,98200000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,-2200000.000,,,,-4500000.000,
RepaymentsOfLinesOfCredit,75500000.000,,,,,
RepaymentsOfOtherDebt,143800000.000,,,,5500000.000,
Revenues,3731700000.000,3743800000.000,3596500000.000,3198000000.000,3447200000.000,3656300000.000
SalesRevenueNet,3680700000.000,3696600000.000,3596500000.000,3198000000.000,3447200000.000,3656300000.000
ShareBasedCompensation,11800000.000,,,,17100000.000,
TreasuryStockValueAcquiredParValueMethod,94300000.000,,,,68000000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,3400000.000,3500000.000,-3000000.000,4100000.000,3400000.000
WeightedAverageNumberOfDilutedSharesOutstanding,257600000.000,257400000.000,256200000.000,-513300000.000,255300000.000,254600000.000
WeightedAverageNumberOfSharesOutstandingBasic,257600000.000,254000000.000,252700000.000,-510300000.000,251200000.000,251200000.000
