,2011-06-30,2011-09-30
CostOfGoodsSold,38000000.000,30000000.000
CostsAndExpenses,10486000000.000,10470000000.000
DepreciationDepletionAndAmortization,1792000000.000,1837000000.000
Dividends,0.000,0.000
FinancialServicesRevenue,12401000000.000,11986000000.000
ImpairmentOfInvestments,54000000.000,68000000.000
IncomeLossFromContinuingOperations,1593000000.000,1453000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1957000000.000,1548000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,1613000000.000,1491000000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,217000000.000,2000000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,217000000.000,2000000.000
IncomeTaxExpenseBenefit,344000000.000,57000000.000
InterestExpense,3601000000.000,3560000000.000
NetIncomeLoss,1810000000.000,1455000000.000
NetIncomeLossAttributableToNoncontrollingInterest,20000000.000,38000000.000
OperatingExpenses,3454000000.000,3268000000.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,113000000.000,86000000.000
ProfitLoss,1830000000.000,1493000000.000
ProvisionForLoanAndLeaseLosses,811000000.000,1020000000.000
Revenues,12443000000.000,12018000000.000
SalesRevenueGoodsNet,42000000.000,32000000.000
SalesRevenueNet,42000000.000,32000000.000
