,2011-06-30,2011-09-30
DividendsPreferredStock,26034.000,26035.000
EarningsPerShareBasic,0.010,0.010
EarningsPerShareDiluted,0.010,0.010
InterestExpense,2781.000,21499.000
InvestmentIncomeInterest,27.000,37.000
LicenseAndServicesRevenue,209155.000,245374.000
ManufacturingCosts,1271327.000,1852736.000
NetIncomeLoss,273568.000,398109.000
NetIncomeLossAvailableToCommonStockholdersBasic,247534.000,372074.000
NonoperatingIncomeExpense,-2754.000,-21462.000
OperatingExpenses,2117590.000,2724204.000
OperatingIncomeLoss,276322.000,419571.000
ResearchAndDevelopmentExpense,399755.000,418063.000
Revenues,2393912.000,3143775.000
SalesRevenueGoodsNet,2184757.000,2898401.000
SalesRevenueNet,2393912.000,3143775.000
SellingGeneralAndAdministrativeExpense,446508.000,453405.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,36294172.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,38196145.000
WeightedAverageNumberOfSharesOutstandingBasic,18689480.000,18851312.000
