,2011-06-30,2011-09-30
CostOfPropertyRepairsAndMaintenance,981000.000,976000.000
CostsAndExpenses,21197000.000,19111000.000
DepreciationAndAmortization,1492000.000,1498000.000
DirectCostsOfHotels,10144000.000,9679000.000
EarningsPerShareBasic,0.220,0.250
FoodAndBeverageRevenue,6241000.000,4955000.000
ForeignCurrencyTransactionGainLossBeforeTax,3000.000,-2000.000
GainsLossesOnSalesOfAssets,0.000,-4000.000
GeneralAndAdministrativeExpense,3785000.000,4464000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,834000.000,2103000.000
IncomeTaxExpenseBenefit,34000.000,1165000.000
InterestExpense,641000.000,646000.000
InvestmentIncomeInterest,28000.000,1109000.000
LeaseAndRentalExpense,1790000.000,-563000.000
ManagementFeesRevenue,511000.000,2222000.000
MarketingAndAdvertisingExpense,2176000.000,2110000.000
NetIncomeLoss,800000.000,938000.000
NonoperatingIncomeExpense,-610000.000,457000.000
OccupancyRevenue,14513000.000,12193000.000
OperatingCostsAndExpenses,21061000.000,18918000.000
OperatingIncomeLoss,1444000.000,1646000.000
OtherHotelOperatingRevenue,1240000.000,1194000.000
RealEstateTaxExpense,400000.000,380000.000
RelatedPartyCosts,136000.000,193000.000
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,136000.000,193000.000
RevenueFromLeasedAndOwnedHotels,22505000.000,20564000.000
Revenues,22641000.000,20757000.000
SalesRevenueNet,22641000.000,20757000.000
WeightedAverageNumberOfSharesOutstandingBasic,3698.000,3698.000
