,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1501763.000,1388180.000,1987573.000,2358432.000,1025649.000,626761.000,1608575.000,932490.000,1887303.000,1510611.000,1858759.000,1866569.000,1883465.000,1842115.000,1862412.000,1858666.000,1881429.000,1868370.000,2036469.000,2040937.000
AccountsReceivableNet,,,,,,226526.000,240139.000,144572.000,59166.000,80814.000,,,22119.000,12956.000,3280.000,3345.000,,,21950.000,
AccountsReceivableNetCurrent,594618.000,369485.000,286174.000,303646.000,224703.000,226526.000,240139.000,144572.000,59166.000,80814.000,,40021.000,4436.000,12956.000,3280.000,3345.000,,,21950.000,8936.000
AccruedIncomeTaxesCurrent,1249.000,1249.000,0.000,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesNoncurrent,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,601970.000,480692.000,815273.000,628937.000,927481.000,866395.000,1081100.000,1022596.000,944937.000,851532.000,1050595.000,1392801.000,1928361.000,2108247.000,1869685.000,2062480.000,2148732.000,2207223.000,2310679.000,2397771.000
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,40304.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,921599.000,1127005.000,-1296768.000,1503067.000,1692499.000,1684933.000,-8885.000,-2228951.000,2169792.000,2504930.000,2661392.000,2837162.000,3175976.000,2055664.000,1951360.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,,-1802691.000,-162483.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,23861.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,57956.000,169365.000,249458.000,231954.000,107924.000,127348.000,193516.000,154256.000
AdditionalPaidInCapital,24767890.000,33234206.000,35748538.000,36951975.000,50827435.000,51647952.000,54443462.000,56729784.000,56379374.000,57882326.000,65938319.000,66377099.000,66371906.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,66657832.000,66894864.000,66969154.000,66969154.000,66973154.000,67113822.000,67144488.000
AirlineRelatedInventoryValuationReserves,,,,,,,,,,,-326526.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,310050.000,320050.000,331695.000,44730.000,44397.000,67325.000,57991.000,10507.000,27810.000,91710.000,91710.000,,23182.000,23059.000,23059.000,22994.000,24274.000,22994.000,22994.000,22994.000
AssetRetirementObligation,,,,,28300.000,29209.000,29423.000,29644.000,29864.000,30306.000,30306.000,27745.000,,,,,,,,
AssetRetirementObligationCurrent,,,,,,,,,,,-3884.000,,,,,,,,,
AssetRetirementObligationLegallyRestrictedAssetsFairValue,,,,,,,,,,,,23583.000,,,,,,,,
AssetRetirementObligationsNoncurrent,,,,,,,29423.000,,,30306.000,30760.000,30988.000,31215.000,31683.000,31917.000,41000.000,41616.000,41923.000,64000.000,64480.000
Assets,9375876.000,7818490.000,8633751.000,7263577.000,14378650.000,11330004.000,13363401.000,14167705.000,12478636.000,9289408.000,8474184.000,8193507.000,6989088.000,6599910.000,6379312.000,5393818.000,5084238.000,3959632.000,2275577.000,2041037.000
AssetsCurrent,6488199.000,4365572.000,4486654.000,1562536.000,7432393.000,4306917.000,5638337.000,5375597.000,1971768.000,620947.000,395556.000,326792.000,392595.000,338104.000,284492.000,133853.000,171399.000,234913.000,408178.000,351931.000
AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,,,,,,,,,,,68012.000,,,,,,,,,
