,2011-10-31,2012-10-31,2013-10-31
AmortizationOfCapitalizedValueOfBusinessAcquiredAsset,,-600000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-15749.000,1994.000,27652.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-9721.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-501758.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-44206.000,,
ConversionOfStockAmountConverted1,,,103000.000
ConversionOfStockSharesConverted1,,,1000000.000
DebtConversionConvertedInstrumentAmount1,,,40000.000
DebtConversionConvertedInstrumentSharesIssued1,,,1000000.000
DebtConversionOriginalDebtAmount1,,,40000.000
DiscontinuedOperationAmountOfContinuingCashFlowsAfterDisposal,545965.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-545965.000,,
EarningsPerShareBasicAndDiluted,-0.010,-0.030,-0.010
ForeignCurrencyTransactionGainLossBeforeTax,-13.000,,
GainLossOnSaleOfDebtInvestments,,,63000.000
GeneralAndAdministrativeExpense,4477.000,60320.000,134754.000
IncomeLossFromContinuingOperations,,-1878191.000,-826180.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-76691.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.030,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,-40868.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.000,-0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,32213.000,353003.000,101461.000
IncreaseDecreaseInIncomeTaxes,,-21480.000,16970.000
InterestExpense,38105.000,44875.000,-53781.000
IssuanceOfStockAndWarrantsForServicesOrClaims,26000.000,,
NetCashProvidedByUsedInContinuingOperations,-13478.000,-987354.000,-644749.000
NetCashProvidedByUsedInFinancingActivities,543693.000,1593348.000,669548.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,553414.000,1593348.000,669548.000
NetCashProvidedByUsedInInvestingActivities,-501758.000,-600000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-501758.000,-600000.000,
NetCashProvidedByUsedInOperatingActivities,-57684.000,-691824.000,-644749.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-57684.000,-691824.000,-644749.000
NetIncomeLoss,625656.000,-1918877.000,-826180.000
OperatingExpenses,79691.000,933316.000,709399.000
ProceedsFromIssuanceOfCommonStock,,1466488.000,274463.000
ProfessionalFees,11095.000,127484.000,138157.000
RepaymentsOfNotesPayable,-11000.000,327640.000,
RepaymentsOfRelatedPartyDebt,,,217485.000
StockIssuedDuringPeriodValueIssuedForCash,,1466488.000,274463.000
TemporaryEquityForeignCurrencyTranslationAdjustments,,,2853.000
UtilitiesOperatingExpenseImpairments,,900000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,56814353.000,64172918.000
