,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
DebtInstrumentUnamortizedDiscount,,193000000.000,180000000.000,166000000.000,186000000.000,174000000.000,162000000.000,149000000.000,135000000.000,101000000.000,58000000.000,
DebtLongtermAndShorttermCombinedAmount,,,,,,,,,4894000000.000,5851000000.000,5911000000.000,
DebtWeightedAverageInterestRate,,,,0.035,,,,0.034,,,,0.031
DeferredRevenueAndCreditsNoncurrent,338000000.000,325000000.000,313000000.000,307000000.000,325000000.000,310000000.000,301000000.000,290000000.000,281000000.000,280000000.000,258000000.000,
DeferredTaxAssetsDerivativeInstruments,,,,3000000.000,,,,,,,,
DeferredTaxAssetsFrequentFlierLiability,,,,132000000.000,,,,158000000.000,,,,
DeferredTaxAssetsLiabilitiesNet,,,,-14000000.000,,,,-14000000.000,,,,306000000.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,0.000,,,,,,,,423000000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,-14000000.000,,,,-14000000.000,,,,
DeferredTaxAssetsNet,,,,970000000.000,,,,1039000000.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,708000000.000,,,,543000000.000,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,82000000.000,,,,69000000.000,,,,674000000.000
DeferredTaxAssetsOther,,,,114000000.000,,,,72000000.000,,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,46000000.000,,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,23000000.000,,,,21000000.000,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,319000000.000,,,,331000000.000,,,,
DeferredTaxAssetsValuationAllowance,,,,408000000.000,,,,160000000.000,,,,519000000.000
DeferredTaxLiabilities,,,,984000000.000,,,,1053000000.000,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,25000000.000,,,,25000000.000,,,,
DeferredTaxLiabilitiesLeasingArrangements,,,,62000000.000,,,,55000000.000,,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,729000000.000
DeferredTaxLiabilitiesOther,,,,27000000.000,,,,19000000.000,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,764000000.000,,,,858000000.000,,,,
DefinedBenefitPlanDebtSecurities,,,,0.350,,,,,,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,39000000.000,,,,43000000.000,,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,,,,68000000.000,,,,,,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,39000000.000,,,,,,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,,,,74000000.000,,,,,,,,
DepositsOnFlightEquipment,,,179000000.000,153000000.000,200000000.000,245000000.000,241000000.000,244000000.000,269000000.000,262000000.000,252000000.000,
EmployeeRelatedLiabilitiesCurrent,161000000.000,150000000.000,189000000.000,176000000.000,187000000.000,237000000.000,268000000.000,258000000.000,198000000.000,269000000.000,328000000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,19000000.000,0.000,0.000,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,145000000.000,152000000.000,157000000.000,134000000.000,140000000.000,146000000.000,152000000.000,158000000.000,164000000.000,170000000.000,176000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,350000000.000,,,,262000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,24000000.000,,,,67000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,24000000.000,,,,39000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,24000000.000,,,,39000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,24000000.000,,,,39000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,24000000.000,,,,44000000.000
FiniteLivedIntangibleAssetsNet,,,,474000000.000,,,,470000000.000,,,,
FlightEquipmentOwnedGross,,,4326000000.000,4591000000.000,4605000000.000,4623000000.000,4817000000.000,5188000000.000,5453000000.000,5852000000.000,6202000000.000,
FrequentFlierLiabilityCurrent,,,,164000000.000,,,,177000000.000,,,,932000000.000
HeldToMaturitySecuritiesCurrent,,30000000.000,,,,,,,,,,
IndefiniteLivedInternationalSlotsAndRoutes,,,,,,,,39000000.000,,,,101000000.000
IndefiniteLivedTrademarks,,,,30000000.000,,,,30000000.000,,,,
IntangibleAssetsNetExcludingGoodwill,471000000.000,464000000.000,459000000.000,543000000.000,539000000.000,533000000.000,545000000.000,539000000.000,534000000.000,527000000.000,521000000.000,
LiabilitiesAndStockholdersEquity,8217000000.000,8371000000.000,8317000000.000,8335000000.000,8848000000.000,9235000000.000,9320000000.000,9396000000.000,10147000000.000,11598000000.000,12066000000.000,
LiabilitiesCurrent,3458000000.000,3523000000.000,3282000000.000,3160000000.000,3741000000.000,3756000000.000,3468000000.000,3303000000.000,5102000000.000,3967000000.000,3654000000.000,
LiabilitiesNoncurrent,4789000000.000,4787000000.000,4876000000.000,5025000000.000,4907000000.000,4968000000.000,5093000000.000,5303000000.000,4204000000.000,6377000000.000,6908000000.000,
LongTermDebtAndCapitalLeaseObligations,3885000000.000,3892000000.000,3987000000.000,4130000000.000,3984000000.000,4034000000.000,4152000000.000,4376000000.000,3278000000.000,5378000000.000,5506000000.000,
LongTermDebtAndCapitalLeaseObligationsCurrent,408000000.000,450000000.000,484000000.000,436000000.000,453000000.000,449000000.000,417000000.000,417000000.000,1616000000.000,473000000.000,405000000.000,
LongTermDebtFairValue,,,,4230000000.000,4160000000.000,4380000000.000,4420000000.000,5020000000.000,5259000000.000,6109000000.000,5984000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,1504000000.000,,,,1488000000.000,,,,2766000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,436000000.000,,,,417000000.000,,,,489000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,275000000.000,,,,334000000.000,,,,1034000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,376000000.000,,,,325000000.000,,,,377000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,1761000000.000,,,,462000000.000,,,,932000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,380000000.000,,,,1916000000.000,,,,445000000.000
LongTermInvestments,45000000.000,0.000,0.000,0.000,,,,,,,,
LongtermDebtPercentageBearingVariableInterestAmount,,,,2770000000.000,,,,2760000000.000,,,,2690000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,6041000000.000,,,,5339000000.000,,,,4635000000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,1018000000.000,,,,916000000.000,,,,882000000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,572000000.000,,,,568000000.000,,,,444000000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,629000000.000,,,,610000000.000,,,,587000000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,737000000.000,,,,670000000.000,,,,632000000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,853000000.000,,,,780000000.000,,,,729000000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,2232000000.000,,,,1795000000.000,,,,1361000000.000
OtherAccruedLiabilitiesCurrent,812000000.000,933000000.000,922000000.000,1089000000.000,1031000000.000,1067000000.000,989000000.000,1027000000.000,1095000000.000,1028000000.000,1013000000.000,
OtherAssetsNoncurrent,224000000.000,230000000.000,232000000.000,228000000.000,226000000.000,232000000.000,233000000.000,235000000.000,234000000.000,274000000.000,277000000.000,
OtherLiabilitiesNoncurrent,424000000.000,427000000.000,433000000.000,428000000.000,436000000.000,462000000.000,477000000.000,465000000.000,473000000.000,546000000.000,971000000.000,
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,142000000.000,143000000.000,143000000.000,160000000.000,162000000.000,162000000.000,163000000.000,172000000.000,172000000.000,173000000.000,173000000.000,
PrepaidExpenseAndOtherAssetsCurrent,,,591000000.000,540000000.000,631000000.000,663000000.000,671000000.000,608000000.000,715000000.000,705000000.000,1033000000.000,
PrepaidExpenseAndOtherAssetsNoncurrent,,,1075000000.000,1136000000.000,1112000000.000,1158000000.000,1125000000.000,1110000000.000,1120000000.000,1151000000.000,1148000000.000,
PropertyPlantAndEquipmentNet,3778000000.000,3787000000.000,3939000000.000,4150000000.000,4172000000.000,4213000000.000,4369000000.000,4704000000.000,4959000000.000,5307000000.000,5592000000.000,
PropertyPlantAndEquipmentOther,856000000.000,875000000.000,896000000.000,907000000.000,923000000.000,962000000.000,985000000.000,1005000000.000,1032000000.000,1055000000.000,1070000000.000,
PropertyPlantAndEquipmentOwnedNet,,,,,,3968000000.000,4128000000.000,4460000000.000,4690000000.000,5045000000.000,5340000000.000,
ReceivablesNetCurrent,457000000.000,427000000.000,390000000.000,327000000.000,449000000.000,428000000.000,423000000.000,298000000.000,490000000.000,490000000.000,412000000.000,
RestrictedCashAndCashEquivalentsNoncurrent,345000000.000,388000000.000,384000000.000,365000000.000,347000000.000,393000000.000,347000000.000,336000000.000,352000000.000,350000000.000,350000000.000,
RetainedEarningsAccumulatedDeficit,-2161000000.000,-2070000000.000,-1994000000.000,-1976000000.000,-1928000000.000,-1621000000.000,-1376000000.000,-1339000000.000,-1295000000.000,-1008000000.000,-792000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,,,,,,40000000.000
ShortTermInvestments,,49000000.000,,,,,,100000000.000,100000000.000,,202000000.000,
StockholdersEquity,-30000000.000,61000000.000,159000000.000,150000000.000,200000000.000,511000000.000,759000000.000,790000000.000,841000000.000,1254000000.000,1504000000.000,
TaxesPayableCurrent,237000000.000,225000000.000,157000000.000,163000000.000,239000000.000,225000000.000,183000000.000,181000000.000,267000000.000,248000000.000,191000000.000,
