,2011-06-30
AccountsPayableCurrent,245257000.000
AccountsReceivableNetCurrent,315769000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4068000.000
Assets,2945061000.000
AssetsCurrent,819025000.000
CashAndCashEquivalentsAtCarryingValue,162059000.000
DeferredRevenueCurrent,40294000.000
DeferredTaxAssetsNetCurrent,30796000.000
DeferredTaxLiabilitiesNoncurrent,13016000.000
GeneralPartnersCapitalAccount,-24051000.000
Goodwill,658255000.000
IntangibleAssetsNetExcludingGoodwill,186639000.000
InventoryNet,272330000.000
LiabilitiesAndStockholdersEquity,2945061000.000
LiabilitiesCurrent,521018000.000
LimitedPartnersCapitalAccount,-450569000.000
LongTermDebtCurrent,31599000.000
LongTermDebtNoncurrent,2790984000.000
OtherAssetsNoncurrent,73549000.000
OtherLiabilitiesNoncurrent,90595000.000
PartnersCapital,-470552000.000
PrepaidExpenseAndOtherAssetsCurrent,38071000.000
PropertyPlantAndEquipmentNet,1207593000.000
