,2011-06-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1974969.000,,,,-1024285.000
CostOfRealEstateRevenue,3538358.000,3282986.000,3351411.000,2997994.000,2895590.000,2594933.000
CostsAndExpenses,5238408.000,3990211.000,5027572.000,5112898.000,7116672.000,3231443.000
Depreciation,,,661000.000,0.000,,370000.000
DepreciationDepletionAndAmortization,,753017.000,,,,398017.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,162684.000,,,,
EnvironmentalRemediationExpense,,,100000.000,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,-11617.000,1859230.000,,
GainsLossesOnSalesOfOtherRealEstate,,,,,,30337.000
ImpairmentOfRealEstate,291602.000,,418480.000,614786.000,,
IncomeLossFromEquityMethodInvestments,37205.000,38296.000,39877.000,37921.000,39647.000,41002.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-228175.000,,,,-1192634.000
IncreaseDecreaseInDueToRelatedParties,,-5590.000,,,,154699.000
IncreaseDecreaseInOtherOperatingAssets,,316380.000,,,,421723.000
IncreaseDecreaseInRestrictedCash,,,,,,-2318110.000
InterestExpense,132392.000,130941.000,130434.000,131360.000,130844.000,127482.000
InterestIncomeOperating,1359906.000,614120.000,535688.000,859636.000,558139.000,887229.000
InterestPaid,,131113.000,,,,127669.000
LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,,,33000.000,1000.000,,1000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,,,,,0.010
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,-4362.000,,,,-3870.000
MinorityInterestDecreaseFromRedemptions,,7200000.000,,,,
MortgageLoansOnRealEstateForeclosures,,,,,,-3263672.000
MortgageLoansOnRealEstateNumberOfLoans,,,,2.000,,
NetCashProvidedByUsedInFinancingActivities,,-7406381.000,,,,-1312026.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-7406381.000,,,,-1312026.000
NetCashProvidedByUsedInInvestingActivities,,5676507.000,,,,549915.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,5676507.000,,,,549915.000
NetCashProvidedByUsedInOperatingActivities,,-245095.000,,,,-262174.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-245095.000,,,,-262174.000
NetIncomeLoss,-568966.000,162513.000,-1034241.000,1114328.000,-1922420.000,1429932.000
NetIncomeLossAllocatedToGeneralPartners,5451.000,-1695.000,10563.000,-11381.000,19633.000,-14603.000
NetIncomeLossAllocatedToLimitedPartners,-563515.000,160818.000,-1023678.000,1102947.000,-1902787.000,1415329.000
NetIncomeLossAttributableToNoncontrollingInterest,-82519.000,624016.000,-67579.000,-41149.000,-4702.000,-26240.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.003,,,,,
NumberOfOperatingSegments,,,,,,1.000
OperatingLeasesIncomeStatementLeaseRevenue,3181346.000,3317381.000,3360223.000,3427716.000,3132344.000,2723417.000
OtherExpenses,44315.000,17389.000,35062.000,15821.000,22082.000,35986.000
OtherGeneralAndAdministrativeExpense,48996.000,49939.000,113213.000,78634.000,78634.000,78653.000
OtherIncome,1962.000,2014.000,1581.000,1574.000,121.000,793.000
PartnersCapitalAccountDistributions,,138012.000,,,,34894.000
PaymentsOfCapitalDistribution,,,,,,1265376.000
PaymentsToAcquirePropertyPlantAndEquipment,,12870.000,,,,
PaymentsToMinorityShareholders,,7200000.000,,,,
PaymentsToPurchaseMortgageLoansHeldForSale,,,,,,1400672.000
ProceedsFromCollectionOfLoansReceivable,,5148274.000,,,,
ProceedsFromCollectionOfNotesReceivable,,,,,,100878.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,995678.000,,,,
ProceedsFromSaleOfOtherRealEstate,,,,57000.000,,73000.000
ProfessionalFees,91655.000,416081.000,146218.000,276251.000,172008.000,168375.000
ProfitLoss,-651485.000,786529.000,-1101820.000,1073179.000,-1927122.000,1403692.000
ProvisionForDoubtfulAccounts,,1500.000,,,,9906.000
ProvisionForLoanAndLeaseLosses,,,236823.000,551570.000,,-257213.000
ProvisionForLoanLossesExpensed,486932.000,-389214.000,236823.000,551570.000,-523179.000,-257213.000
RealEstateAcquisitionsThroughForeclosures,,,,,,3738168.000
RelatedPartyTransactionAmountsOfTransaction,,,165000.000,170000.000,,158000.000
RepaymentsOfNotesPayable,,39335.000,,,,42780.000
Revenues,4586923.000,4776740.000,3925752.000,6186077.000,5189550.000,4635135.000
SalesRevenueNet,4584961.000,4774726.000,3924171.000,6184503.000,5189429.000,4634342.000
WeightedAverageLimitedPartnershipUnitsOutstanding,216084000.000,,278606000.000,278606000.000,,
