,2011-08-31,2011-11-30,2012-02-29
CashAndCashEquivalentsPeriodIncreaseDecrease,-27004.000,,
CostsAndExpenses,15864.000,18968.000,20675.000
ExplorationCosts,2250.000,2250.000,1500.000
ForeignCurrencyTransactionGainLossRealized,-139.000,,
GainsLossesOnExtinguishmentOfDebt,0.000,,
GeneralAndAdministrativeExpense,2403.000,6330.000,4636.000
IncomeLossFromContinuingOperations,-15864.000,-18968.000,-20675.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-810.000,,
IncreaseDecreaseInPrepaidExpense,-10191.000,,
MarketingAndAdvertisingExpense,820.000,985.000,60.000
NetCashProvidedByUsedInOperatingActivities,-26865.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-26865.000,,
NetIncomeLoss,-15864.000,-18968.000,-20675.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-16003.000,-19761.000,-20611.000
OtherComprehensiveIncomeOtherNetOfTax,-15864.000,-18968.000,-20675.000
ProfessionalFees,10391.000,9403.000,14479.000
TemporaryEquityForeignCurrencyTranslationAdjustments,-139.000,-793.000,64.000
UtilitiesOperatingExpenseImpairments,0.000,,
WeightedAverageNumberOfSharesOutstandingBasic,129325000.000,129325000.000,129325000.000
