,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
GeneralPartnersCapitalAccount,,20222000.000,20064000.000,23677000.000,23336000.000,23324000.000,26035000.000,25869000.000,25798000.000,24676000.000,24100000.000,31005000.000,30857000.000,25634000.000,29631000.000,27822000.000,29904000.000,29294000.000,28511000.000
GeneralPartnersCapitalAccountUnitsIssued,,996320.000,996320.000,1091453.000,1091453.000,1091453.000,1200651.000,1200651.000,1200651.000,1201000.000,1201000.000,1355000.000,1355000.000,1355000.000,1355000.000,1355000.000,1471000.000,1471000.000,1476000.000
GeneralPartnersCapitalAccountUnitsOutstanding,,996320.000,996320.000,1091453.000,1091453.000,1091453.000,1200651.000,1200651.000,1200651.000,1201000.000,1201000.000,1355000.000,1355000.000,1355000.000,1355000.000,1355000.000,1471000.000,1471000.000,1476000.000
Goodwill,,45478000.000,45478000.000,99677000.000,117766000.000,115888000.000,115888000.000,115888000.000,115888000.000,61689000.000,61689000.000,265062000.000,265062000.000,16211000.000,16211000.000,16211000.000,16211000.000,16211000.000,16211000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,,,,,,,303050000.000,,,,303050000.000,
InterestPayableCurrent,,,,,6525000.000,12144000.000,5740000.000,11250000.000,9108000.000,18858000.000,7733000.000,17483000.000,7733000.000,17483000.000,7733000.000,17483000.000,7733000.000,17483000.000,5703000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
Liabilities,,244264000.000,255200000.000,622534000.000,628218000.000,670772000.000,776516000.000,832578000.000,872741000.000,927985000.000,895123000.000,1002818000.000,987499000.000,1056289000.000,1938297000.000,1973735000.000,1880677000.000,1945506000.000,1929958000.000
LiabilitiesAndStockholdersEquity,,1063511000.000,1066842000.000,1615631000.000,1605095000.000,1639915000.000,1862392000.000,1893134000.000,1912655000.000,1894874000.000,1828988000.000,2258753000.000,2232182000.000,2040531000.000,3134883000.000,3081274000.000,3080077000.000,3115179000.000,3055073000.000
LiabilitiesCurrent,,26461000.000,20012000.000,30959000.000,33643000.000,48343000.000,45569000.000,61933000.000,49122000.000,57454000.000,33201000.000,54452000.000,43927000.000,59634000.000,51086000.000,68728000.000,57399000.000,71741000.000,50827000.000
LimitedPartnersCapitalAccount,,418856000.000,415302000.000,578514000.000,570260000.000,566532000.000,716589000.000,702298000.000,690661000.000,649060000.000,630241000.000,912661000.000,906107000.000,744977000.000,1155650000.000,1068680000.000,1158343000.000,1129132000.000,1085255000.000
LimitedPartnersCapitalAccountUnitsIssued,,24412427.000,24412427.000,29073974.000,29073974.000,29079866.000,34421259.000,34423369.000,34423997.000,34427000.000,34495000.000,41972000.000,42063000.000,42063000.000,66587000.000,66588000.000,72088000.000,72111000.000,72313000.000
LimitedPartnersCapitalAccountUnitsOutstanding,,24412427.000,24412427.000,29073974.000,29073974.000,29079866.000,34421259.000,34423369.000,34423997.000,34427000.000,34495000.000,41972000.000,42063000.000,42063000.000,66587000.000,66588000.000,72088000.000,72111000.000,72313000.000
LineOfCredit,,,,,,,,,175000000.000,208000000.000,196000000.000,279000000.000,304000000.000,344000000.000,,,,,
LineOfCreditFacilityAmountOutstanding,,,,265050000.000,265050000.000,286000000.000,391000000.000,426000000.000,,,,,,,,,,,
LongTermDebt,,,,565050000.000,565050000.000,586000000.000,691000000.000,726000000.000,775000000.000,808000000.000,796000000.000,879000000.000,,944000000.000,,,,1248000000.000,
LongTermDebtAndCapitalLeaseObligations,,,,,,,,,,,,,904642000.000,944000000.000,1312158000.000,1312539000.000,1224919000.000,1240301000.000,1264912000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,600000000.000,,,,600000000.000,,,,300000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,0.000,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,,0.000,,,,0.000,,,,300000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,208000000.000,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,0.000,,,,344000000.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,0.000,,,,0.000,,,,648000000.000,
LongTermLineOfCredit,,199230000.000,214230000.000,,,,,,,,,,,,,,,,
MinorityInterest,,,,,,,,,,,,,,,11305000.000,11037000.000,11153000.000,11247000.000,11349000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,,9686000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,859000.000,,,,1032000.000,,,,,,,,,,,,3512000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,217000.000,,,,522000.000,,,,,,,,,,,,34000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,630000.000,,,,707000.000,,,,,,,,,,,,442000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,662000.000,,,,974000.000,,,,,,,,,,,,2520000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,787000.000,,,,1013000.000,,,,,,,,,,,,3178000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,,,0.000,
OtherAssetsCurrent,,2190000.000,1616000.000,1114000.000,2354000.000,3089000.000,3015000.000,2044000.000,3771000.000,3289000.000,2371000.000,1648000.000,3773000.000,3210000.000,2887000.000,2138000.000,4766000.000,4309000.000,3240000.000
OtherAssetsNoncurrent,,6137000.000,5736000.000,12670000.000,12417000.000,14583000.000,14000000.000,13621000.000,18092000.000,17338000.000,16604000.000,15908000.000,15145000.000,15782000.000,8847000.000,8748000.000,8439000.000,7329000.000,7056000.000
OtherLiabilitiesCurrent,,4324000.000,3309000.000,7790000.000,7620000.000,9055000.000,10395000.000,9943000.000,13202000.000,11939000.000,7917000.000,11068000.000,12014000.000,11464000.000,12523000.000,13781000.000,19075000.000,11471000.000,4818000.000
OtherLiabilitiesNoncurrent,,254000.000,245000.000,290000.000,361000.000,372000.000,371000.000,1597000.000,1723000.000,1715000.000,1536000.000,1343000.000,6597000.000,7169000.000,7440000.000,8031000.000,7692000.000,7566000.000,7812000.000
OtherOwnershipInterestsCapitalAccount,,0.000,,,,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
OtherPartnersCapital,,380169000.000,376276000.000,390906000.000,383281000.000,379287000.000,343252000.000,332389000.000,323455000.000,293153000.000,279524000.000,312269000.000,307719000.000,213631000.000,0.000,0.000,0.000,0.000,
PartnersCapital,,819247000.000,811642000.000,993097000.000,976877000.000,969143000.000,1085876000.000,1060556000.000,1039914000.000,966889000.000,933865000.000,1255935000.000,1244683000.000,984242000.000,1196586000.000,1107539000.000,1199400000.000,1169673000.000,1125115000.000
PartnersCapitalAccountUnits,,,,,,,,,,60037014.000,60105969.000,67736643.000,67827194.000,67827194.000,67941935.000,67942868.000,73559355.000,73582308.000,73788876.000
PropertyPlantAndEquipmentGross,,715510000.000,731137000.000,1047201000.000,1012697000.000,1044211000.000,1259024000.000,1291694000.000,1339723000.000,1352663000.000,1363363000.000,1587961000.000,1611698000.000,1640674000.000,2040043000.000,2069971000.000,2094211000.000,2112986000.000,2131862000.000
PropertyPlantAndEquipmentNet,,681993000.000,691718000.000,1000488000.000,957555000.000,980341000.000,1177156000.000,1198727000.000,1235100000.000,1235652000.000,1234229000.000,1438798000.000,1448548000.000,1463802000.000,1833765000.000,1846147000.000,1853058000.000,1853671000.000,1854083000.000
SeniorNotes,,,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,,,,,,4400000.000,4400000.000,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,819247000.000,811642000.000,993097000.000,976877000.000,969143000.000,1085876000.000,1060556000.000,1039914000.000,966889000.000,933865000.000,1255935000.000,1244683000.000,984242000.000,1196586000.000,1107539000.000,1199400000.000,1169673000.000,1125115000.000
