,2011-06-30,2011-09-30
AccruedLiabilitiesCurrentAndNoncurrent,10000.000,
Assets,64401.000,34779.000
CashAndCashEquivalentsAtCarryingValue,59201.000,32179.000
DueToRelatedPartiesCurrentAndNoncurrent,1603460.000,1566604.000
GeneralPartnersCapitalAccount,-77218.000,-77046.000
Liabilities,1613460.000,1566604.000
LiabilitiesAndStockholdersEquity,64401.000,34779.000
LimitedPartnersCapitalAccount,-1471841.000,-1454779.000
LimitedPartnersCapitalAccountUnitsAuthorized,10000.000,10000.000
LimitedPartnersCapitalAccountUnitsIssued,7446.000,7446.000
LimitedPartnersCapitalAccountUnitsOutstanding,7446.000,7446.000
OtherAssets,5200.000,2600.000
PartnersCapital,-1549059.000,-1531825.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1549059.000,-1531825.000
