,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,306980.000,345378.000,305524.000,188300.000,171104.000,123828.000,148512.000,162481.000,98338.000,102515.000,196838.000,117784.000,104120.000,110698.000,88699.000,49289.000
AccountsReceivableNet,61625.000,63538.000,2173.000,2112.000,6516.000,3336.000,1927.000,491.000,858.000,2583.000,1105.000,2974.000,1074.000,7891.000,7155.000,2581.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1841204.000,1861253.000,1881302.000,1901507.000,1921808.000,1941857.000,1678620.000,1698951.000,1719091.000,1739141.000,1759295.000,1779574.000,1800685.000,1823651.000,,
AdvancesToAffiliate,,,,,,,,,,,,790000.000,790000.000,790000.000,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,874.000,37846.000
Assets,477396.000,471996.000,395059.000,382768.000,379884.000,367228.000,646282.000,622709.000,613839.000,593132.000,572230.000,557576.000,546466.000,590757.000,3259238.000,3748308.000
AssetsNet,,,,,,,,,,,,,,,-1308311.000,-830756.000
BuildingsAndImprovementsGross,,,1970122.000,,,,2016446.000,,,,2029646.000,2029646.000,2029656.000,2088990.000,,
Cash,,,,,,300.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,810.000,,,300.000,236.000,,0.000,300.000,0.000,,7770.000,7798.000,27689.000,10748.000
DueToAffiliateCurrent,,,,,,,,,,,,,,2022118.000,2212590.000,2519437.000
DueToAffiliateCurrentAndNoncurrent,2100315.000,2171488.000,2261921.000,2446215.000,2531183.000,2540110.000,1069345.000,1564529.000,1691497.000,1696119.000,1379327.000,1947763.000,1995932.000,2121718.000,2212590.000,2519437.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,3616721.000,99600.000,3832928.000,3944926.000,4336277.000
GeneralPartnersCapitalAccount,,,-260541.000,,,,-262606.000,,,,-270798.000,-277981.000,-280221.000,-283433.000,,
InterestPayableCurrent,,,,,,,,,,,,,633782.000,,,
InterestPayableCurrentAndNoncurrent,380269.000,401395.000,422521.000,443647.000,464773.000,464773.000,464773.000,,,,464773.000,612655.000,,654908.000,676034.000,760538.000
Land,,,299744.000,,,,299744.000,,,,299744.000,299744.000,299744.000,299744.000,,
Liabilities,,,3022088.000,,,,3342133.000,,,,3541154.000,3765931.000,3829479.000,3980830.000,4567549.000,4579064.000
LiabilitiesAndStockholdersEquity,477396.000,471996.000,395059.000,382768.000,379884.000,367228.000,646282.000,622709.000,613839.000,593132.000,572230.000,557576.000,546466.000,590757.000,,
LimitedPartnersCapitalAccount,,,-2366488.000,,,,-2433245.000,,,,-2698126.000,-2930374.000,-3002792.000,-3106640.000,,
LiquidationBasisOfAccountingAccruedCostsToDisposeOfAssetsAndLiabilities,,,,,,,,,,,,,,,477420.000,
NotesPayable,,,,,,116000.000,112507.000,114699.000,116525.000,116891.000,114699.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,527565.000,,,,476115.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,244373.000,,,,341417.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,9000.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,86531.000,,,,28773.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,187661.000,,,,105925.000,,,,,
OtherAssets,2737.000,15473.000,3512.000,3650.000,1767.000,4690.000,6549.000,4979.000,2682.000,,1031.000,4786.000,8907.000,9985.000,8797.000,4853.000
PartnersCapital,-2349415.000,-2489379.000,-2627029.000,-2714163.000,-2812712.000,-2900132.000,-2695851.000,-2767484.000,-2841321.000,-2898981.000,-2968924.000,-3208355.000,-3283013.000,-3390073.000,,
PropertyPlantAndEquipmentGross,2254238.000,2254238.000,2269866.000,2278513.000,2293409.000,2300759.000,2316190.000,2316190.000,2329390.000,2329390.000,2329390.000,2329390.000,2329400.000,2388734.000,,
PropertyPlantAndEquipmentNet,413034.000,392985.000,388564.000,377006.000,371601.000,358902.000,637570.000,617239.000,610299.000,590249.000,570095.000,549816.000,528715.000,565083.000,3215597.000,3730126.000
RealEstateAccumulatedDepreciation,,,,,,,1678620.000,,,,1759295.000,,,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,,3697609.000,,,,,,,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,,0.000,,,,0.000,,,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,,,,2016446.000,,,,2016446.000,,,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,,,,299744.000,,,,299744.000,,,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,,2316190.000,,,,,,,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,,,,,,,2791400.000,,,,2791400.000,,,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,5191538.000,,,,5191538.000,,,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,,800000.000,,,,800000.000,,,,,
RealEstateFederalIncomeTaxBasis,,,,,,,2316190.000,,,,2329390.000,,,,,
RealEstateGrossAtCarryingValue,,,,,,,2316190.000,,,,2329390.000,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,3200000.000,3200000.000,,,
SecuredDebt,,,,,,,1521076.000,1521076.000,1521076.000,1546076.000,1358043.000,1668958.000,1690084.000,1711210.000,1732336.000,1816840.000
SecurityDepositLiability,,,,,,,25920.000,27408.000,27724.000,30512.000,27474.000,31426.000,39343.000,37204.000,56504.000,26837.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-2627029.000,,,,-2695851.000,,,,-2968924.000,-3208355.000,-3283013.000,-3390073.000,,
