,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetManagementCosts,8442954.000,8720244.000,6699659.000,4603469.000,3921148.000,3279777.000
FloorBrokerageExchangeAndClearanceFees,11985887.000,12092858.000,9288548.000,6413798.000,5427184.000,4590391.000
ForeignCurrencyTransactionGainLossBeforeTax,-1584765.000,236025.000,114040.000,-623064.000,19359.000,-233072.000
ForeignCurrencyTransactionGainLossRealized,,,277234.000,-519450.000,4651.000,-140918.000
ForeignCurrencyTransactionGainLossUnrealized,,,-163194.000,-103614.000,14708.000,-92154.000
GainLossOnSaleOfDerivatives,76690402.000,-10350618.000,47307868.000,76372624.000,20429140.000,3572888.000
GainLossOnSaleOfInvestments,63965517.000,-21834813.000,38483197.000,69507122.000,15121171.000,-811574.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,0.000,0.000,0.000,0.000,0.000
InterestExpense,,36598.000,28120.000,25326.000,47417.000,63638.000
InvestmentIncomeInterest,1671316.000,1053344.000,683651.000,375189.000,415355.000,736778.000
NetIncomeLoss,20114886.000,-59657909.000,21666640.000,35236574.000,-11096312.000,-10585341.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,928663.000,313417.000,111922.000,-7568.000,147515.000,357298.000
NoninterestExpenseInvestmentAdvisoryFees,7256692.000,7451479.000,5767123.000,4005501.000,3400219.000,2882993.000
NoninterestExpenseOfferingCost,,49339.000,29529.000,,,
OperatingExpenses,39692993.000,28389416.000,26889811.000,28597912.000,18042969.000,11806214.000
OperatingIncomeLoss,-38021677.000,-27336072.000,-26206160.000,-28222723.000,-17627614.000,-11069436.000
OtherExpenses,,479415.000,460673.000,519555.000,482063.000,312490.000
PartnersCapitalAccountContributions,229701224.000,140860269.000,38749012.000,30590544.000,30221686.000,14798270.000
PartnersCapitalAccountExchangesAndConversions,0.000,,,,,
PartnersCapitalAccountRedemptions,141217455.000,202095402.000,263688163.000,-186546092.000,68612640.000,72837304.000
ProfessionalFees,3076319.000,2233380.000,1831868.000,1411772.000,1260052.000,1153032.000
TradingActivityGainsAndLossesNet,58136563.000,-32321837.000,47872800.000,,,
TradingGainsLosses,,,,63459297.000,6531302.000,484095.000
TradingSecuritiesRealizedGainLoss,845767.000,372638.000,186643.000,67746.000,114564.000,346847.000
TradingSecuritiesUnrealizedHoldingGainLoss,82896.000,-59221.000,-74721.000,-75314.000,32951.000,10451.000
UnrealizedGainLossOnDerivatives,-5911850.000,-10427803.000,9627518.000,-5868897.000,-8637528.000,1377372.000
UnrealizedGainLossOnInvestments,-5828954.000,-10487024.000,9389603.000,-6047825.000,-8589869.000,1295669.000
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,0.000,0.000,0.000,0.000,0.000
