,2012-06-30,2013-06-30,2014-06-30
AdjustmentsToAdditionalPaidInCapitalOther,33448.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,87614.000,-22943.000,25071.000
ComprehensiveIncomeNetOfTax,,-493928.000,-889060.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-71444.000,-85462.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-565373.000,-974522.000
ContributionsFromNoncontrollingInterests,,312830.000,34034.000
CostOfGoodsAndServicesSold,33836.000,,628117.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,5008.000,11454.000
Depreciation,,,7878.000
DepreciationDepletionAndAmortization,58627.000,6257.000,12758.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,-112090.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-112090.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-24020.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,79154.000,
EarningsPerShareBasic,0.000,,
EarningsPerShareBasicAndDiluted,,-0.006,-0.012
EffectOfExchangeRateOnCashAndCashEquivalents,24959.000,191.000,10594.000
EffectiveIncomeTaxRateContinuingOperations,,0.000,
ForeignCurrencyTransactionGainLossBeforeTax,,-6483.000,-3427.000
GeneralAndAdministrativeExpense,211765.000,284071.000,227898.000
GrossProfit,141638.000,,-617172.000
IncomeLossAttributableToNoncontrollingInterest,,-78059.000,-82377.000
IncomeLossFromContinuingOperations,-251262.000,-356212.000,-903599.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-252390.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-434271.000,-985976.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-434271.000,-985976.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.005,-0.012
IncomeLossFromDiscontinuedOperationsNetOfTax,,-136110.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-136110.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.002,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,30230.000,28298.000,-13691.000
IncreaseDecreaseInInventories,,-500145.000,500145.000
IncreaseDecreaseInOtherCurrentAssets,-1342.000,3188.000,-1657.000
IncreaseDecreaseInOtherCurrentLiabilities,1431.000,18245.000,20591.000
IncreaseDecreaseInOtherNoncurrentAssets,,-14537.000,-43.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,7751.000,,
InterestIncomeExpenseNet,-1128.000,-17556.000,-20500.000
MinorityInterestDecreaseFromRedemptions,,,-165679.000
NetCashProvidedByUsedInDiscontinuedOperations,,51580.000,242.000
NetCashProvidedByUsedInFinancingActivities,753596.000,804048.000,675631.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,753596.000,804048.000,675631.000
NetCashProvidedByUsedInInvestingActivities,-519746.000,14203.000,-193523.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-519746.000,14203.000,-193523.000
NetCashProvidedByUsedInOperatingActivities,-171194.000,-841385.000,-467631.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-171194.000,-892965.000,-467873.000
NetIncomeLoss,,-492322.000,-903599.000
NonoperatingIncomeExpense,,-8556.000,-23927.000
OperatingExpenses,392900.000,425715.000,344877.000
OperatingIncomeLoss,,-425715.000,-962049.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,24958.000,,11454.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,5008.000,11454.000
OtherComprehensiveIncomeLossNetOfTax,-227432.000,-126800.000,1145400.000
OtherIncome,-1128.000,,
OtherNonoperatingIncome,,7517.000,
PaymentsToAcquireBusinessesAndInterestInAffiliates,319896.000,,
PaymentsToAcquireIntangibleAssets,100000.000,,
PaymentsToAcquireOtherProductiveAssets,,111296.000,
PaymentsToAcquirePropertyPlantAndEquipment,99850.000,194397.000,27844.000
PaymentsToMinorityShareholders,95358.000,,
ProceedsFromContributedCapital,,,34034.000
ProceedsFromIssuanceOfCommonStock,465506.000,,
ProceedsFromMinorityShareholders,33448.000,333527.000,641597.000
ProceedsFromRelatedPartyDebt,350000.000,157691.000,
ProfessionalFees,139635.000,88694.000,69479.000
ProfitLoss,-252390.000,-570381.000,-985976.000
Revenues,175474.000,,10944.000
SalesRevenueNet,176602.000,,10944.000
StockIssuedDuringPeriodValueNewIssues,465506.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,78273000.000,78273000.000
WeightedAverageNumberOfSharesOutstandingBasic,75045702.000,,
