,2011-06-30,2011-12-31,2012-03-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,,,,957.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,7263240.000,,
CashPeriodIncreaseDecrease,,34100.000,,,,-23174.000,,
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.030,-0.000,-0.010,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,1278.000,128963.000,212825.000,152325.000,182244.000,49767.000,84885.000,59893.000
IncomeLossFromContinuingOperations,,-173283.000,-982580.000,-188560.000,-361696.000,,,
IncreaseDecreaseInAccountsPayable,,,,,,19375.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-26699.000,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,19134.000,,
IncreaseDecreaseInPrepaidExpense,,-10865.000,,,,,,
InterestExpenseOther,,,711586.000,23943.000,170902.000,19134.000,15143.000,4081.000
ManagementFeeExpense,,,,,,,,30000.000
MarketingExpense,,44320.000,58169.000,12292.000,8550.000,,,
NetCashProvidedByUsedInFinancingActivities,,259578.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,259578.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-15881.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-15881.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-209597.000,,,,-21374.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-209597.000,,,,-21374.000,,
NetIncomeLoss,-3198.000,-173283.000,-982580.000,-188560.000,-361696.000,-66158.000,-98565.000,-59572.000
OperatingExpenses,,173283.000,270994.000,164617.000,190794.000,49767.000,84885.000,59893.000
OtherExpenses,,,711586.000,23943.000,170902.000,19134.000,15143.000,4081.000
PaymentsToDevelopSoftware,,15881.000,,,,,,
ProceedsFromShortTermDebt,,259578.000,,,,,,
ProfessionalFees,1920.000,,,,,,,
ProfitLoss,,-173283.000,,,,-66158.000,,
Revenues,,,,,,2743.000,1463.000,4402.000
SalesRevenueNet,,,,,,2743.000,1463.000,4402.000
WeightedAverageNumberOfDilutedSharesOutstanding,104220000.000,38198261.000,38220000.000,45820000.000,50215604.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,55658252.000,56434543.000,58180130.000
