,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,295000.000,1038000.000,1021000.000,1357000.000,7176000.000,12151000.000,5504000.000,10981000.000,9242000.000,18971000.000,18371000.000,29497000.000
AccountsReceivableNetCurrent,,,,,,,,,,2462000.000,3981000.000,4294000.000,1822000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1607000.000,2193000.000,7781000.000,9228000.000,13786000.000,15435000.000,17097000.000,18737000.000,20879000.000,26020000.000,31253000.000,38834000.000
Assets,,348092000.000,360045000.000,393951000.000,402277000.000,417766000.000,432663000.000,422902000.000,433579000.000,458582000.000,735414000.000,748130000.000,749696000.000
AssetsCurrent,,12451000.000,17870000.000,26090000.000,34369000.000,27664000.000,43283000.000,43096000.000,54808000.000,215394000.000,142563000.000,148059000.000,114663000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,575000.000,1100000.000,,530000.000,530000.000,830000.000,,,,3522000.000,
CashAndCashEquivalentsAtCarryingValue,,4174000.000,12085000.000,14165000.000,20179000.000,6660000.000,18236000.000,18678000.000,29264000.000,49883000.000,44271000.000,64221000.000,40830000.000
DebtInstrumentFairValue,,,,,,608700000.000,587676000.000,580422000.000,597916000.000,573578000.000,568853000.000,574999000.000,543724000.000
DeferredFinanceCostsNet,,,,,,,,9065000.000,8642000.000,8022000.000,7606000.000,7189000.000,6773000.000
DeferredRevenueCurrent,,,,,,,,,,638000.000,889000.000,952000.000,1198000.000
DeferredRevenueNoncurrent,,,,,,,,,,638000.000,889000.000,952000.000,1198000.000
DueFromAffiliates,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueFromRelatedPartiesCurrent,,7782000.000,5277000.000,11630000.000,13950000.000,20333000.000,24272000.000,23949000.000,24454000.000,21904000.000,31746000.000,37863000.000,30003000.000
DueToAffiliateCurrentAndNoncurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueToRelatedPartiesCurrent,,3997000.000,1279000.000,3223000.000,2922000.000,1831000.000,3299000.000,3438000.000,3197000.000,3850000.000,3041000.000,7631000.000,20159000.000
InvestmentsInAndAdvancesToAffiliatesAmountOfEquity,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Liabilities,,304292000.000,407317000.000,514244000.000,514279000.000,617707000.000,624150000.000,608577000.000,614236000.000,586595000.000,597665000.000,601790000.000,598249000.000
LiabilitiesAndStockholdersEquity,,348092000.000,360045000.000,393951000.000,402277000.000,417766000.000,432663000.000,422902000.000,433579000.000,458582000.000,735414000.000,748130000.000,749696000.000
LiabilitiesCurrent,,4292000.000,2317000.000,4244000.000,4279000.000,9007000.000,15450000.000,8942000.000,14178000.000,149594000.000,82565000.000,66618000.000,62454000.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,0.000,0.000,0.000,0.000,0.000,0.000,,,2023000.000,3506000.000,3161000.000,3368000.000
LongTermDebt,,,,,,608700000.000,608700000.000,608700000.000,608700000.000,578864000.000,578864000.000,578864000.000,539200000.000
LongTermDebtAndCapitalLeaseObligations,,,,510000000.000,,,,599635000.000,600058000.000,570842000.000,571258000.000,571675000.000,532427000.000
LongTermDebtCurrent,,,,,,,,,,135864000.000,59664000.000,39664000.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,0.000,,,,350000000.000,,,,350000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,0.000,,,,0.000,,,,39664000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,275100000.000,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,0.000,,,,24500000.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,234900000.000,,,,0.000,,,,189200000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,0.000,,,,234200000.000,,,,0.000,
LongTermDebtNoncurrent,,300000000.000,405000000.000,510000000.000,510000000.000,608700000.000,608700000.000,599635000.000,600058000.000,434978000.000,511594000.000,532011000.000,532427000.000
MarketableSecuritiesCurrent,,,,,,,,,,136144000.000,59991000.000,40024000.000,40054000.000
MarketableSecuritiesNoncurrent,,299996000.000,264913000.000,234930000.000,234939000.000,234249000.000,234249000.000,234258000.000,234408000.000,0.000,0.000,0.000,
OtherAssetsNoncurrent,,2220000.000,2124000.000,2152000.000,1991000.000,9912000.000,9489000.000,,,,,,30000.000
OtherPartnersCapital,,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PartnersCapital,,43800000.000,-47272000.000,-120293000.000,-112002000.000,-199941000.000,-191487000.000,-185675000.000,-180657000.000,-128013000.000,-38518000.000,-33542000.000,-28609000.000
PartnersCapitalAttributableToNoncontrollingInterest,,,,,,,,,,,176267000.000,179882000.000,180056000.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,137749000.000,146340000.000,151447000.000
PrepaidExpenseAndOtherAssetsCurrent,,495000.000,508000.000,295000.000,240000.000,671000.000,775000.000,469000.000,1090000.000,5001000.000,2574000.000,1657000.000,1954000.000
PropertyPlantAndEquipmentGross,,35032000.000,77331000.000,138560000.000,140206000.000,159727000.000,161077000.000,162645000.000,163100000.000,264067000.000,618871000.000,631324000.000,673837000.000
PropertyPlantAndEquipmentNet,,33425000.000,75138000.000,130779000.000,130978000.000,145941000.000,145642000.000,145548000.000,144363000.000,243188000.000,592851000.000,600071000.000,635003000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,43800000.000,-47272000.000,-120293000.000,-112002000.000,-199941000.000,-191487000.000,-185675000.000,-180657000.000,-128013000.000,137749000.000,146340000.000,151447000.000
