,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-309735913.000,-27074987.000,2312418.000,39246042.000,-25774004.000,-28467267.000
CostsAndExpenses,89213964.000,63839588.000,56203796.000,45511958.000,46031353.000,34849363.000
DerivativeGainLossOnDerivativeNet,,,119667192.000,147991569.000,2759192.000,-38733066.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,61881915.000,,,,
FloorBrokerage,,,,3515221.000,3108902.000,
FloorBrokerageExchangeAndClearanceFees,,,,,,2347985.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-3137866.000,-971355.000,-494330.000,-256113.000,-781916.000,-1051941.000
IncreaseDecreaseInAccruedInterestReceivableNet,-1477168.000,-229927.000,246805.000,-540970.000,272509.000,-144366.000
IncreaseDecreaseInPayablesToBrokerDealers,0.000,,,,,
IncreaseDecreaseInRestrictedCash,39880274.000,-44204325.000,0.000,0.000,5107473.000,-5107473.000
InvestmentIncomeInterest,4449073.000,3676598.000,2885191.000,2097352.000,2527095.000,3426834.000
InvestmentIncomeNet,-84879002.000,-59936841.000,-53048034.000,-43793982.000,-43863761.000,-31017957.000
NetCashProvidedByUsedInFinancingActivities,-390724071.000,-158945552.000,-130634131.000,-137166210.000,-91632365.000,-82749001.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-390724071.000,-158945552.000,-130634131.000,-137166210.000,-91632365.000,-82749001.000
NetCashProvidedByUsedInOperatingActivities,80988158.000,131870565.000,132946549.000,176412252.000,65858361.000,54281734.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,80988158.000,131870565.000,132946549.000,176412252.000,65858361.000,54281734.000
NetIncomeLoss,-93503170.000,-2809391.000,60887951.000,100451964.000,-44366750.000,-72322270.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasic,-190.910,-7.870,200.290,398.710,-208.710,-397.200
OperatingExpenses,1980103.000,1666407.000,1435067.000,1155305.000,1493196.000,1184160.000
PartnersCapitalAccountRedemptions,385936993.000,150985573.000,125920760.000,132306681.000,84924201.000,95209967.000
PartnersCapitalAccountUnitsRedeemed,155351.858,61110.898,49238.523,53527.310,28997.509,37158.834
PartnersCapitalOther,-3198025.000,-3373366.000,2681064.000,1988058.000,1728704.000,
PaymentsForRepurchaseOfOtherEquity,387363659.000,155717981.000,127827501.000,135215565.000,89732053.000,
PaymentsToAcquireHeldToMaturitySecurities,46506315083.000,,,,,
PaymentsToAcquireTradingSecuritiesHeldforinvestment,,32449847326.000,16782367654.000,12769700361.000,8308799690.000,5323635527.000
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,46714835659.000,,,,,
ProceedsFromSaleAndMaturityOfTradingSecuritiesHeldforinvestment,,32527167508.000,16852338588.000,12856536261.000,8387099245.000,5457978355.000
RevenuesExcludingInterestAndDividends,-8624168.000,57127450.000,113935985.000,144245946.000,-502989.000,-41304313.000
TradingSecuritiesRealizedGainLoss,23515.000,69747.000,128420.000,8776.000,25691.000,56108.000
TradingSecuritiesUnrealizedHoldingGainLoss,-137626.000,156402.000,142151.000,-388152.000,-385194.000,348464.000
WeightedAverageLimitedPartnershipAndGeneralPartnershipUnitsOutstandingBasic,,357029.398,304003.690,251943.822,212574.520,182079.450
