,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27,2015-03-28,2015-06-27,2015-09-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,6000000.000,,,,14100000.000,,,48200000.000,,,39000000.000,,,26800000.000,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,10600000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,17300000.000,,,,20400000.000,,,25200000.000,,,28200000.000,,,33400000.000,,,,33000000.000
AmortizationOfDebtDiscountPremium,1400000.000,,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,135400000.000,151200000.000,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,8300000.000,3700000.000,5500000.000,-10600000.000,9200000.000,10000000.000,6400000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,11000000.000,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,1.460,0.770,,,,0.850,,,,,1.840,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,1.450,0.760,,,,0.850,,,,,1.820,,,,,,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic,,0.660,0.770,,,,0.880,,,,,1.840,,,,,,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,0.660,0.760,,,,0.870,,,,,1.820,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,290300000.000,,,,318800000.000,,,,,730500000.000,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,290400000.000,,,,309800000.000,,,,,730500000.000,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,3048400000.000,,,,3122600000.000,,,,,4176400000.000,,,,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,15336000000.000,,,299900000.000,,,1346600000.000,,,,314100000.000
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,,,,,,,,,,,,,,1300000.000,,,60100000.000,,,,14600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1871600000.000,,,,-228000000.000,,,,153100000.000,,,-4328800000.000,,,-478900000.000,,,374700000.000,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-2000000.000,,,,-200000.000,,,,0.000,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,12700000.000,,,,-500000.000,,,,-800000.000,,,-1000000.000,,,-2100000.000,,,-1500000.000,,,,-900000.000
CommonStockDividendsPerShareDeclared,,,,,0.130,0.130,0.130,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150
ComprehensiveIncomeNetOfTax,372600000.000,625400000.000,-280000000.000,168800000.000,525900000.000,-73000000.000,547800000.000,426300000.000,157300000.000,150700000.000,623200000.000,557500000.000,229600000.000,-141000000.000,-176500000.000,762900000.000,184800000.000,532800000.000,301200000.000,400900000.000,147900000.000,714200000.000
CostOfGoodsSold,1354800000.000,1460200000.000,1499900000.000,1556600000.000,1540500000.000,1497900000.000,1510600000.000,1552300000.000,1533100000.000,1572500000.000,1546600000.000,1933300000.000,2112900000.000,1873900000.000,1720800000.000,1907000000.000,1853900000.000,1933600000.000,2039300000.000,2024300000.000,2216700000.000,2129600000.000
CostOfServices,246300000.000,271000000.000,249800000.000,274600000.000,268000000.000,288900000.000,276700000.000,279500000.000,322100000.000,304400000.000,297300000.000,350200000.000,362500000.000,363900000.000,375500000.000,422100000.000,386000000.000,403300000.000,417400000.000,412700000.000,457700000.000,442900000.000
CostmethodInvestmentsRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,2000000.000,,4000000.000,,,,,,,,,,
CostsAndExpenses,2399900000.000,2631600000.000,2658500000.000,2790700000.000,2745400000.000,2740300000.000,2733500000.000,2808600000.000,2804400000.000,2864700000.000,2799700000.000,3028000000.000,3973800000.000,3531100000.000,3431500000.000,3675100000.000,3560300000.000,3776900000.000,3897600000.000,3949800000.000,4200600000.000,4142600000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,10000000.000,,,,,,,,41000000.000,20000000.000,,,,,,,,,,,
Depreciation,48900000.000,51400000.000,55100000.000,60200000.000,59900000.000,58200000.000,59000000.000,59000000.000,59000000.000,58000000.000,59400000.000,79700000.000,91200000.000,92800000.000,87200000.000,89900000.000,97800000.000,94100000.000,97100000.000,91400000.000,97400000.000,97000000.000
DepreciationDepletionAndAmortization,184300000.000,,,,243800000.000,,,,251000000.000,,,365600000.000,,,416300000.000,,,416100000.000,,,,464500000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,9100000.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,5500000.000,0.000,0.000,0.000,0.000,-7500000.000,-4100000.000,-7600000.000,-400000.000,-200000.000,-100000.000,0.000,0.000,1700000.000,,,-1200000.000,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,-100000.000,-100000.000,0.000,-2000000.000,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,3600000.000,0.000,0.000,0.000,0.000,-4900000.000,-2700000.000,-3200000.000,-200000.000,-100000.000,-100000.000,,,1000000.000,,,-700000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,54300000.000,,,,,,,,,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,758500000.000,,,0.000,,,,,,,
DividendsCommonStockCash,,,,,48000000.000,,,,54000000.000,,,60100000.000,,,59900000.000,,,59300000.000,,,,58900000.000
EarningsPerShareBasic,0.650,1.370,0.700,0.770,0.760,0.640,0.800,1.040,0.940,0.770,0.880,1.380,0.700,1.180,0.970,1.280,1.190,1.020,1.310,1.200,1.590,1.410
EarningsPerShareDiluted,0.640,1.360,0.690,0.770,0.750,0.630,0.790,1.040,0.930,0.760,0.860,1.360,0.690,1.170,0.960,1.270,1.180,1.010,1.300,1.190,1.590,1.400
EffectOfExchangeRateOnCashAndCashEquivalents,-29600000.000,,,,31200000.000,,,,-50300000.000,,,2800000.000,,,-64200000.000,,,36900000.000,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,0.350,,,0.350,,,0.350,,,,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,6400000.000,,,,7700000.000,,,,16200000.000,,,48400000.000,,,39200000.000,,,27200000.000,,,,
