,2011-06-30,2011-09-30,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,4233041.000,,-13863303.000,,,,129068.000,,,,112225.000,,,,112676.000,,,,178880.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,930365.000,,825356.000,,,,11602.000,,,,-20067.000,,,,17582.000,,,,-54864.000,,,
CostOfPropertyRepairsAndMaintenance,349642.000,352469.000,39258.000,58700.000,96147.000,65904.000,40954.000,66980.000,53542.000,69393.000,39516.000,62233.000,46732.000,48768.000,33169.000,50873.000,56661.000,55362.000,45505.000,62299.000,68285.000,
CostsAndExpensesRelatedParty,,,,,,,,,,,,,,,38000.000,,,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,,,,,,,,,8091071.000,,,,,,,
DepreciationAmortizationAndAccretionNet,273476.000,274205.000,19227.000,18597.000,19227.000,19857.000,499.000,0.000,0.000,4960.000,0.000,0.000,0.000,0.000,,,,,,,,
DepreciationAndAmortization,333446.000,,48770.000,,,,499.000,,,,0.000,,,,,,,,,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,-4226008.000,3838874.000,14950802.000,-47837.330,0.000,53517.330,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
GainLossOnSaleOfOtherAssets,,,153788.000,,,,0.000,,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-4216667.000,,14957262.000,,,,0.000,,,,0.000,0.000,0.000,,0.000,,,,,,,
GeneralAndAdministrativeExpense,510375.000,513843.000,98328.000,86351.120,70101.000,89042.880,86902.000,83639.000,95871.000,106753.000,93326.000,83977.000,85960.000,72965.000,81067.000,,,,,,,
IncomeLossFromContinuingOperations,-419402.000,-338600.000,-134640.000,-144290.000,-234373.000,-1914385.000,-109256.000,-131187.000,-130553.000,-197410.000,-118862.000,-127835.000,-124517.000,,-81388.000,,,,,,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-3345.000,-2336.000,-981.000,-807.535,-1063.000,-18860.465,-660.000,-770.000,-837.000,-1211.000,-563.000,-742.000,-643.000,,-216.000,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,-6.990,-5.650,-2.250,-2.410,-3.920,,,-2.200,-2.170,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,-1.990,-2.140,-2.080,-2.030,-1.360,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,1121526.000,167297.000,-625587.000,747979.000,0.000,52885.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,-89.840,61.680,261.690,-13.370,0.000,,,0.000,0.000,,,,,,,,,,,,,
