,2011-09-30,2012-03-31,2012-06-30
AvailableForSaleSecuritiesGrossRealizedGains,,1079000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,722000.000,
CommunicationsAndInformationTechnology,57000.000,58000.000,61000.000
ComprehensiveIncomeNetOfTax,,233000.000,
DepreciationDepletionAndAmortization,,69000.000,
EarningsPerShareBasicAndDiluted,0.120,4.340,-0.040
FeesAndCommissionsCreditCards,102000.000,95000.000,100000.000
FeesAndCommissionsDepositorAccounts,111000.000,115000.000,112000.000
FinancingReceivableAllowanceForCreditLossesProvisions,,,41000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,113000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,-154000.000
ForeclosedRealEstateExpense,62000.000,53000.000,47000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,35000.000,1106000.000,-12000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,22000.000,776000.000,-8000.000
IncomeTaxExpenseBenefit,13000.000,330000.000,-4000.000
IncomeTaxesPaid,,67000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,64000.000,
IncreaseDecreaseInLoansDeferredIncome,,15000.000,
IncreaseDecreaseInOperatingLiabilities,,275000.000,
IncreaseDecreaseInOtherOperatingAssets,,32000.000,
InterestAndDividendIncomeOperating,1438000.000,1305000.000,1317000.000
InterestAndDividendIncomeSecurities,2000.000,2000.000,2000.000
InterestAndFeeIncomeLoansAndLeases,1425000.000,1289000.000,1296000.000
InterestExpense,107000.000,99000.000,89000.000
InterestExpenseBorrowings,19000.000,19000.000,18000.000
InterestExpenseDeposits,88000.000,80000.000,71000.000
InterestIncomeAndFeesBankersAcceptancesCertificatesOfDepositAndCommercialPaper,7000.000,9000.000,9000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1307000.000,1154000.000,1238000.000
InterestIncomeExpenseNet,1331000.000,1206000.000,1228000.000
InterestIncomeFederalFundsSold,3000.000,5000.000,10000.000
InterestPaid,,92000.000,
LaborAndRelatedExpense,571000.000,545000.000,569000.000
NetCashProvidedByUsedInFinancingActivities,,-682000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-682000.000,
NetCashProvidedByUsedInInvestingActivities,,1358000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,1358000.000,
NetCashProvidedByUsedInOperatingActivities,,46000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,46000.000,
NetChangeInterestAndNoninterestBearingDepositsDomestic,,-682000.000,
NoninterestExpense,1522000.000,1380000.000,1482000.000
NoninterestIncome,251000.000,1332000.000,232000.000
NoninterestIncomeOtherOperatingIncome,38000.000,43000.000,20000.000
OccupancyNet,240000.000,218000.000,247000.000
OtherComprehensiveIncomeLossNetOfTax,,-543000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-543000.000,
OtherNoninterestExpense,156000.000,155000.000,174000.000
PaymentsForProceedsFromLoansAndLeases,,-469000.000,
PaymentsForProceedsFromRealEstateHeldforinvestment,,7000.000,
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,,-252000.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,1148000.000,
ProfessionalFees,79000.000,61000.000,66000.000
ProvisionForDoubtfulAccounts,,52000.000,
ProvisionForLoanLeaseAndOtherLosses,24000.000,52000.000,-10000.000
