,2011-06-30,2011-09-30
DividendsPreferredStock,48000.000,48000.000
DividendsPreferredStockPaidinkind,0.000,0.000
EarningsPerShareBasicAndDiluted,-0.070,-0.060
GeneralAndAdministrativeExpense,3396000.000,3461000.000
InterestExpense,23000.000,23000.000
InvestmentIncomeNet,3000.000,
NetIncomeLoss,-3858000.000,-3771000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-3906000.000,-3819000.000
NonoperatingIncomeExpense,-20000.000,-23000.000
OperatingExpenses,3838000.000,3748000.000
OperatingIncomeLoss,-3838000.000,-3748000.000
ResearchAndDevelopmentExpense,442000.000,287000.000
RestructuringCharges,0.000,0.000
