,2011-11-30,2012-02-29,2013-02-28,2013-05-31,2013-11-30,2014-02-28,2014-11-30,2015-02-28,2015-05-31
AmortizationOfDebtDiscountPremium,,,,,,,725.000,-6975.000,-12024.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-235198.000,,,,2898.000,,62246.000,,
CostOfGoodsSold,,,,,,,1957.000,3197.000,2922.000
DepreciationExpense,704.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.030,-0.020,0.000,0.000,-0.020,-0.030,-0.210,-0.020,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,-1403.000,,,,,,,,
ExplorationExpense,50518.000,130806.000,,,,,,,3568.000
ExtinguishmentOfDebtGainLossNetOfTax,,,,,77480.000,,,,
ForeignCurrencyTransactionGainLossRealized,-60221.000,56013.000,,,,,,,
ForeignCurrencyTransactionLossBeforeTax,60221.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,-77480.000,,,,
GeneralAndAdministrativeExpense,153892.000,153658.000,45088.000,39974.000,212535.000,200738.000,169405.000,200638.000,81967.000
GoodwillAndIntangibleAssetImpairment,,,,,,,2825276.000,,
GoodwillImpairmentLoss,,,,,,,2825276.000,,
GrossProfit,,,,,,,451.000,-86.000,-1065.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-997063.000,-778403.000,-67588.000,-62474.000,-280959.000,-288587.000,,,
IncreaseDecreaseInAccountsPayable,,,,,,,48062.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,121651.000,,,,52707.000,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,35073.000,,
IncreaseDecreaseInInterestPayableNet,,,,,,,15034.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,104.000,,,,,,,,
IncreaseDecreaseInOtherReceivables,-9590.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-12677.000,,,,,,,,
InterestExpense,-598.000,-598.000,-1010.000,-1122.000,-4774.000,-6918.000,-15034.000,-29243.000,-29843.000
InterestExpenseRelatedParty,,,,,,,,374.000,
LeaseAndRentalExpense,,,500.000,400.000,400.000,400.000,400.000,400.000,975.000
NetCashProvidedByUsedInFinancingActivities,13028.000,,,,50000.000,,100299.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,13028.000,,,,50000.000,,100299.000,,
NetCashProvidedByUsedInInvestingActivities,-114.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-114.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-248112.000,,,,-47102.000,,-38053.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-248112.000,,,,-47102.000,,-38053.000,,
NetIncomeLoss,-1057882.000,-722988.000,-68598.000,-63596.000,-208253.000,-295505.000,-3151342.000,-336060.000,-198697.000
OfficersCompensation,,,33000.000,,,,,,
OperatingExpenses,,,,,,,3136034.000,291948.000,153273.000
OperatingIncomeLoss,,,,,,,-3135583.000,-292034.000,-154338.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,57530.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,-3818.000
OtherComprehensiveIncomeLossNetOfTax,,,-68598.000,-63596.000,,,-3123821.000,-221390.000,-202515.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-1000352.000,,,,,,,,
OtherNonoperatingIncomeExpense,,55415.000,-1010.000,-1122.000,72706.000,-6918.000,-15759.000,-44026.000,-44359.000
PaymentsToAcquirePropertyPlantAndEquipment,-114.000,,,,,,,,
ProceedsFromIssuanceOfDebt,,,,,50000.000,,100000.000,,
ProceedsFromIssuanceOfOtherLongTermDebt,,,,,35000.000,,0.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,13028.000,,,,,,299.000,,
ProvisionForLeaseLosses,,,,,,,,-7808.000,-2492.000
Revenues,,,,,,,2408.000,3111.000,1857.000
SalariesAndWages,,,22500.000,22500.000,68424.000,87849.000,141353.000,91310.000,67738.000
SalesRevenueNet,,,,,,,2408.000,3111.000,1857.000
ShareBasedCompensation,649357.000,,,,185924.000,,189119.000,,
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,,,,40000.000,,0.000,,
TemporaryEquityForeignCurrencyTranslationAdjustments,,,,,,,27521.000,114670.000,
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,,,,64000.000,,125000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,247624572.000,247819016.000,10327054.000,10883441.000,15144314.000,18981428.000,19030650.000
