,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,,,,,,,,,,,,,,,,,7000000.000,,,,7000000.000,,,,
AccrualForEnvironmentalLossContingenciesPayments,5000000.000,3000000.000,5000000.000,6000000.000,6000000.000,5000000.000,5000000.000,6000000.000,5000000.000,,22000000.000,,6000000.000,14000000.000,13000000.000,13000000.000,6000000.000,10000000.000,14000000.000,13000000.000,11000000.000,,,,
AccrualForEnvironmentalLossContingenciesPayments1,,,,,,,,,,,,,,,,,,,,,,14000000.000,24000000.000,,2000000.000
AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease,,,,,,28000000.000,174000000.000,,,,,,38000000.000,,,,,,1000000.000,,7000000.000,6000000.000,13000000.000,-12000000.000,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,6000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,23000000.000,22000000.000,25000000.000,13000000.000,19000000.000,20000000.000,15000000.000,13000000.000,23000000.000,23000000.000,13000000.000,12000000.000,25000000.000,24000000.000,22000000.000,16000000.000,26000000.000,29000000.000,23000000.000,14000000.000,26000000.000,29000000.000,18000000.000,13000000.000,28000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,89000000.000,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,14000000.000,,,91000000.000,,74000000.000,,,,,,,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,,,,,,,,,,90000000.000,,,,,,,,
BusinessExitCosts1,,,,,,,,,,,,,,,,,,,,,27000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-656000000.000,,,,-190000000.000,,,,-306000000.000,,,,-772000000.000,,,,-686000000.000,,,,-535000000.000,,,,690000000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,87000000.000,,,,4000000.000,,,,16000000.000,,,,10000000.000,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-1000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.030,0.030,0.030,,0.030,0.030,0.030,,0.030,0.030,0.030,,0.030,0.030,0.030,,0.030,0.030,0.030,,0.030,0.030,0.090,0.210,0.060
CommonStockDividendsPerShareDeclared,0.030,0.030,0.060,0.000,0.030,0.030,0.060,0.000,0.030,0.030,0.060,0.000,0.030,0.030,0.030,0.030,0.030,0.030,0.060,0.000,0.060,,0.180,,0.120
