,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-22773.000,482.000,1676.000,-1020.000,13266.000,-14517.000
DebtInstrumentInterestRateDuringPeriod,,,0.060,0.060,,0.060
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
GeneralAndAdministrativeExpense,23585.000,22391.000,22824.000,23972.000,23006.000,29492.000
IncomeTaxExpenseBenefitContinuingOperations,,0.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,9200.000,9800.000,10600.000,10600.000,13400.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,0.000,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-9200.000,-9800.000,-10500.000,-10700.000,-13400.000
IncomeTaxReconciliationOtherAdjustments,,,,-100.000,100.000,
IncreaseDecreaseInAccountsPayable,812.000,-1127.000,-1500.000,2052.000,1272.000,600.000
IncreaseDecreaseInAccruedLiabilities,,0.000,,3400.000,,4375.000
IncreaseDecreaseInInterestPayableNet,3600.000,4974.000,5877.000,6827.000,8434.000,9942.000
IncreaseDecreaseInOtherAccruedLiabilities,0.000,,,,,
IncreaseDecreaseInPrepaidExpense,0.000,1000.000,1000.000,2500.000,,
InterestExpense,3600.000,4974.000,5877.000,6827.000,8434.000,9942.000
NetCashProvidedByUsedInFinancingActivities,0.000,25000.000,25000.000,15000.000,35000.000,10000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,25000.000,25000.000,15000.000,35000.000,10000.000
NetCashProvidedByUsedInOperatingActivities,-22773.000,-24518.000,-23324.000,-16020.000,-21734.000,-24517.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-22773.000,-24518.000,-23324.000,-16020.000,-21734.000,-24517.000
NetIncomeLoss,-27185.000,-27365.000,-28701.000,-30799.000,-31440.000,-39434.000
OperatingIncomeLoss,-23585.000,-22391.000,-22824.000,-23972.000,-23006.000,-29492.000
ProceedsFromIssuanceOfCommonStock,0.000,0.000,,,,
ProceedsFromIssuanceOfUnsecuredDebt,,,,,,10000.000
ProceedsFromRelatedPartyDebt,0.000,25000.000,25000.000,15000.000,35000.000,10000.000
RepaymentsOfRelatedPartyDebt,0.000,0.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
