,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsAndOtherReceivablesNetCurrent,488800000.000,612900000.000,564400000.000,640200000.000,529200000.000,590000000.000,527300000.000,552000000.000,,,,588400000.000,,,,566700000.000,,,,558600000.000,,,,736900000.000,,
AccountsPayableCurrent,1183200000.000,1187600000.000,1154300000.000,1125200000.000,1246300000.000,1201600000.000,1328700000.000,1188300000.000,974400000.000,1141000000.000,1247400000.000,1119300000.000,1149900000.000,1124600000.000,1023300000.000,1128100000.000,1179600000.000,1153000000.000,1179300000.000,1338200000.000,1151600000.000,1207800000.000,1161200000.000,1349300000.000,1220100000.000,1257200000.000
AccountsReceivableNetCurrent,3694300000.000,3833600000.000,3533200000.000,3597700000.000,3402100000.000,3181700000.000,3268200000.000,3336300000.000,3439700000.000,3579100000.000,3445000000.000,3434400000.000,3002900000.000,3187900000.000,3053500000.000,3234600000.000,3142500000.000,3348800000.000,3401900000.000,3513000000.000,3622600000.000,3947900000.000,3848500000.000,4029400000.000,4017200000.000,4349900000.000
AccruedIncomeTaxesCurrent,,,,,388800000.000,33500000.000,338200000.000,,352700000.000,37300000.000,37500000.000,,102500000.000,168600000.000,153500000.000,,,,,,,,,,,
AccruedIncomeTaxesNoncurrent,1224300000.000,1283000000.000,1058800000.000,1086300000.000,1158300000.000,1207500000.000,1275100000.000,1334300000.000,1363700000.000,1410600000.000,853500000.000,1078700000.000,906600000.000,940100000.000,932800000.000,998500000.000,954000000.000,1026800000.000,910600000.000,868900000.000,908000000.000,805100000.000,805600000.000,688900000.000,697200000.000,705000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6572400000.000,6716400000.000,6806300000.000,6833800000.000,7011100000.000,7085700000.000,7305500000.000,7157800000.000,7264200000.000,7401200000.000,7575600000.000,7671200000.000,7808900000.000,8012700000.000,8038200000.000,8065400000.000,8262600000.000,8381600000.000,8536200000.000,8607400000.000,8750000000.000,8861500000.000,8985900000.000,8525000000.000,8711100000.000,8950200000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,90500000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,-99000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,4086700000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,80800000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2188800000.000,-2009900000.000,-2505400000.000,-3858600000.000,-3549200000.000,-3934200000.000,-3535900000.000,-3797100000.000,-4014400000.000,-3948700000.000,-3564100000.000,-2002700000.000,-1957300000.000,-1935300000.000,-2551600000.000,-3991800000.000,-4657500000.000,-4403200000.000,-4667000000.000,-4580700000.000,-4264700000.000,-4371200000.000,-4257700000.000,-5274000000.000,-5064300000.000,-4774900000.000
AdditionalPaidInCapitalCommonStock,4736800000.000,4793500000.000,4838800000.000,4886800000.000,4858200000.000,4890100000.000,4919900000.000,4963100000.000,4902900000.000,4969600000.000,5042300000.000,5050000000.000,5034600000.000,5120300000.000,5222000000.000,5292300000.000,5279600000.000,5368500000.000,5441900000.000,5552100000.000,5523000000.000,5587800000.000,5648600000.000,5640600000.000,5617600000.000,5686100000.000
AllowanceForDoubtfulAccountsReceivableCurrent,112700000.000,116000000.000,126300000.000,110100000.000,108400000.000,108300000.000,111000000.000,108500000.000,107400000.000,107200000.000,106300000.000,100300000.000,61800000.000,59400000.000,55200000.000,55000000.000,49900000.000,48900000.000,47800000.000,44300000.000,45500000.000,39300000.000,44700000.000,40300000.000,41800000.000,40600000.000
Assets,31695300000.000,32779300000.000,33042200000.000,33659800000.000,32238200000.000,31812600000.000,34321000000.000,34398900000.000,32300100000.000,33226000000.000,33965600000.000,35248700000.000,34756900000.000,35018400000.000,34648800000.000,37178200000.000,35653900000.000,36036600000.000,36304700000.000,35568900000.000,34691800000.000,36475300000.000,37590300000.000,38805900000.000,37624300000.000,40946500000.000
AssetsCurrent,15354300000.000,14950300000.000,14572700000.000,14248200000.000,12602600000.000,12307300000.000,14038900000.000,13038700000.000,12326100000.000,12639300000.000,13202200000.000,13104700000.000,13039300000.000,13156700000.000,12110500000.000,12179800000.000,11742700000.000,12346000000.000,12567000000.000,12573600000.000,11714600000.000,12977300000.000,13385900000.000,15101400000.000,12976200000.000,15746500000.000
AssetsNoncurrent,8373300000.000,9875300000.000,10657300000.000,11651300000.000,11881000000.000,11885400000.000,12643200000.000,13600000000.000,12350600000.000,12950000000.000,12996000000.000,14168500000.000,13746900000.000,13760800000.000,14495000000.000,17034500000.000,15960500000.000,15668000000.000,15662400000.000,14941800000.000,14944100000.000,15431900000.000,15952500000.000,15451900000.000,16222600000.000,16617200000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,204500000.000,54800000.000,,,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,18200000.000,38700000.000,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,171900000.000,,,,68000000.000,69500000.000,79800000.000,138800000.000,352600000.000,280500000.000,247500000.000
