,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,180000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,,,,,,,,,,,0.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,3765000.000,1031000.000,335000.000,76000.000,-1000.000,811000.000,380000.000,-16000.000,0.000,0.000,0.000,
AmortizationOfIntangibleAssets,,,,400000.000,400000.000,,500000.000,600000.000,1000000.000,1000000.000,1400000.000,2400000.000,2100000.000,2000000.000,2000000.000,2300000.000,2100000.000,2100000.000,2100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,2575585.000,,
BusinessCombinationAcquisitionRelatedCosts,106000.000,618000.000,138000.000,70000.000,480000.000,85000.000,290000.000,561000.000,379000.000,0.000,1926000.000,0.000,0.000,0.000,564000.000,0.000,,,0.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,2100000.000,3500000.000,3100000.000,5300000.000,7800000.000,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,32800000.000,20400000.000,61700000.000,98600000.000,151000000.000,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,1018000.000,,,,0.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2410000.000,,,,,,4104000.000,,,,639000.000,,,,-600000.000,,
CostsAndExpenses,195784000.000,213399000.000,221934000.000,243973000.000,261160000.000,,307510000.000,339497000.000,,,,,,,,,,,
DebtInstrumentPeriodicPaymentPrincipal,,,,3500000.000,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,1736000.000,,,,,,3041000.000,,,,607000.000,,,,367000.000,,
DepreciationAndAmortization,1053000.000,1499000.000,1960000.000,2125000.000,2424000.000,2990000.000,3846000.000,4029000.000,5447000.000,,,,7395000.000,,,,10215000.000,,
